,,,,,,
DomesticInternationalWorldwideCalendarAll TimeShowdownsIndices,,,,,,
DailyWeekendWeeklyMonthlyQuarterly,,,,,,
Yearly,,,,,,
SeasonsHolidays,,,,,,
Domestic Box Office For 2025,,,,,,
2025,,,,,,
,,,,,,
Calendar grosses,,,,,,
Rank,Release,Gross,Theaters,Total Gross,Release Date,Distributor
22,Freakier Friday,"$94,186,236 ","3,975","$94,186,236 ",8-Aug,Walt Disney Studios Motion Pictures
23,Predator: Badlands,"$90,958,550 ","3,725","$91,083,631 ",7-Nov,20th Century Studios
24,Snow White,"$87,203,963 ","4,200","$87,203,963 ",21-Mar,Walt Disney Studios Motion Pictures
25,Sonic the Hedgehog 3,"$84,556,206 ","3,769","$236,115,100 ",20-Dec,Paramount Pictures
26,The Bad Guys 2,"$82,593,605 ","3,860","$82,593,605 ",1-Aug,Universal Pictures
27,Black Phone 2,"$77,378,880 ","3,460","$77,378,880 ",17-Oct,Universal Pictures
28,Tron: Ares,"$73,161,014 ","4,000","$73,161,014 ",10-Oct,Walt Disney Studios Motion Pictures
29,Elio,"$72,987,454 ","3,750","$72,987,454 ",20-Jun,Walt Disney Studios Motion Pictures
30,One Battle After Another,"$71,530,013 ","3,634","$72,918,884 ",26-Sep,Warner Bros.
31,28 Years Later,"$70,367,300 ","3,444","$70,446,897 ",20-Jun,Sony Pictures Releasing
32,The Accountant 2,"$65,523,366 ","3,610","$65,523,366 ",25-Apr,Amazon MGM Studios
33,Now You See Me: Now You Don't,"$61,845,680 ","3,403","$61,882,396 ",14-Nov,Lionsgate
34,The King of Kings,"$60,270,106 ","3,535","$60,270,106 ",11-Apr,Angel
35,David,"$58,582,787 ","3,118","$80,382,774 ",19-Dec,Angel
36,Ballerina,"$58,051,327 ","3,409","$58,051,327 ",6-Jun,Lionsgate
37,Moana 2,"$56,387,808 ","4,200","$460,405,297 ",27-Nov,Walt Disney Studios Motion Pictures
38,The Housemaid,"$56,258,635 ","3,123","$126,432,462 ",19-Dec,Lionsgate
39,The Naked Gun,"$52,647,396 ","3,363","$52,647,396 ",1-Aug,Paramount Pictures International
40,Karate Kid: Legends,"$52,547,391 ","3,859","$52,547,391 ",30-May,Sony Pictures Releasing
41,One of Them Days,"$50,054,690 ","2,675","$50,054,690 ",17-Jan,Sony Pictures Releasing
42,Regretting You,"$48,852,948 ","3,425","$48,852,948 ",24-Oct,Paramount Pictures International
43,Nosferatu,"$47,488,220 ","3,132","$95,608,235 ",25-Dec,Focus Features
44,A Complete Unknown,"$46,499,880 ","2,835","$75,001,720 ",25-Dec,Searchlight Pictures
45,The SpongeBob Movie: Search for SquarePants,"$46,339,154 ","3,570","$71,068,170 ",19-Dec,Paramount Pictures International
46,Mickey 17,"$46,047,147 ","3,807","$46,142,263 ",7-Mar,Warner Bros.
47,Paddington in Peru,"$45,770,312 ","3,890","$45,800,000 ",14-Feb,Sony Pictures Releasing
48,Downton Abbey: The Grand Finale,"$44,996,590 ","3,711","$44,996,590 ",12-Sep,Focus Features
49,Chainsaw Man - The Movie: Reze Arc,"$43,438,461 ","3,003","$43,438,461 ",24-Oct,Sony Pictures Releasing
50,Wicked,"$42,040,690 ","3,888","$474,983,975 ",22-Nov,Universal Pictures
51,The Amateur,"$40,759,635 ","3,400","$40,759,635 ",11-Apr,20th Century Studios
52,Marty Supreme,"$39,770,759 ","2,887","$96,040,064 ",19-Dec,A24
53,The Monkey,"$39,724,909 ","3,227","$39,724,909 ",21-Feb,Neon
54,The Running Man,"$37,815,641 ","3,534","$37,815,641 ",14-Nov,Paramount Pictures International
55,A Working Man,"$37,000,711 ","3,262","$37,000,711 ",28-Mar,Amazon MGM Studios
56,Materialists,"$36,524,480 ","2,844","$36,521,973 ",13-Jun,A24
57,Den of Thieves: Pantera,"$36,015,016 ","3,008","$36,015,016 ",10-Jan,Lionsgate
58,The Long Walk,"$35,163,573 ","2,845","$35,163,573 ",12-Sep,Lionsgate
59,Star Wars: Episode III - Revenge of the Sith,"$34,107,714 ","2,800","$34,107,714 ",25-Apr,Walt Disney Studios Motion Pictures
,20th anniversary,,,,,
60,Taylor Swift: The Official Release Party of a Showgirl,"$34,062,774 ","3,702","$34,062,774 ",3-Oct,AMC Theatres
61,I Know What You Did Last Summer,"$32,165,634 ","3,206","$32,165,634 ",18-Jul,Sony Pictures Releasing
62,Gabby's Dollhouse: The Movie,"$32,011,820 ","3,507","$32,011,820 ",26-Sep,Universal Pictures
63,Anaconda,"$31,821,579 ","3,509","$65,098,148 ",25-Dec,Sony Pictures Releasing
64,Smurfs,"$31,075,170 ","3,504","$31,075,170 ",18-Jul,Paramount Pictures International
65,Heart Eyes,"$30,415,738 ","3,102","$30,415,738 ",7-Feb,Sony Pictures Releasing
66,Flight Risk,"$29,783,527 ","3,161","$29,783,527 ",24-Jan,Lionsgate
67,Warfare,"$26,000,309 ","2,670","$26,000,309 ",11-Apr,A24
68,Him,"$25,009,605 ","3,168","$25,009,605 ",19-Sep,Universal Pictures
69,M3GAN 2.0,"$24,101,280 ","3,133","$24,101,280 ",27-Jun,Universal Pictures
70,Ne Zha 2,"$23,308,176 ","2,228","$23,308,176 ",14-Feb,CMC Pictures
71,KPop Demon Hunters,"$23,300,000 ","2,890","$24,300,000 ",23-Aug,Netflix
72,Roofman,"$22,739,882 ","3,370","$22,739,882 ",10-Oct,Paramount Pictures International
73,Springsteen: Deliver Me from Nowhere,"$22,638,297 ","3,460","$22,638,297 ",24-Oct,20th Century Studios
74,The Woman in the Yard,"$22,405,985 ","2,845","$22,405,985 ",28-Mar,Universal Pictures
75,Nobody 2,"$21,604,985 ","3,282","$21,604,985 ",15-Aug,Universal Pictures
76,Black Bag,"$21,474,035 ","2,713","$21,474,035 ",14-Mar,Focus Features
77,Death of a Unicorn,"$21,383,606 ","3,050","$12,899,252 ",28-Mar,A24
78,Together,"$21,273,159 ","2,302","$21,273,159 ",30-Jul,Neon
79,Last Breath,"$21,051,180 ","3,090","$21,051,180 ",28-Feb,Focus Features
80,Companion,"$20,809,101 ","3,285","$20,869,122 ",31-Jan,Warner Bros.
81,Wolf Man,"$20,707,280 ","3,354","$20,707,280 ",17-Jan,Universal Pictures
82,The Chosen: Last Supper,"$20,257,290 ","2,272","$20,257,290 ",28-Mar,-
83,Until Dawn,"$20,172,192 ","3,055","$20,172,192 ",25-Apr,Screen Gems
84,Novocaine,"$19,861,854 ","3,369","$19,861,854 ",14-Mar,Paramount Pictures International
85,The Phoenician Scheme,"$19,555,015 ","1,731","$19,555,015 ",30-May,Focus Features
86,Bring Her Back,"$19,333,305 ","2,449","$19,333,305 ",30-May,A24
87,Babygirl,"$19,010,237 ","2,164","$28,196,732 ",25-Dec,A24
88,Caught Stealing,"$19,005,242 ","3,578","$19,005,242 ",29-Aug,Sony Pictures Releasing
89,Bugonia,"$17,692,390 ","2,043","$17,692,390 ",24-Oct,Focus Features
90,Hamilton,"$16,946,377 ","1,850","$16,946,377 ",5-Sep,Walt Disney Studios Motion Pictures
,2025 Re-release,,,,,
91,Song Sung Blue,"$16,899,495 ","2,705","$39,185,290 ",25-Dec,Focus Features
92,Drop,"$16,600,805 ","3,089","$16,600,805 ",11-Apr,Universal Pictures
93,Good Fortune,"$16,585,758 ","2,990","$16,585,758 ",17-Oct,Lionsgate
94,Jujutsu Kaisen: Execution,"$16,466,509 ","1,935","$16,583,133 ",5-Dec,GKIDS
95,Friendship,"$16,252,948 ","1,293","$16,252,948 ",9-May,A24
96,Eternity,"$15,695,141 ","2,386","$16,210,244 ",26-Nov,A24
97,Love Hurts,"$15,683,090 ","3,055","$15,683,090 ",7-Feb,Universal Pictures
98,The Brutalist,"$15,471,447 ","1,612","$16,279,129 ",20-Dec,A24
99,The Roses,"$15,298,844 ","2,700","$15,298,844 ",29-Aug,Searchlight Pictures
100,The Last Rodeo,"$15,201,659 ","2,205","$15,201,659 ",23-May,Angel
101,The Strangers: Chapter 2,"$15,153,346 ","2,690","$15,153,346 ",26-Sep,Lionsgate
102,Nuremberg,"$14,296,488 ","1,830","$14,524,692 ",7-Nov,Sony Pictures Classics
103,Jaws,"$12,819,675 ","3,200","$12,819,675 ",29-Aug,-
,2025 Re-release (50th Anniversary),,,,,
104,The Chosen: Last Supper Part 2,"$12,372,228 ","2,313","$12,372,228 ",4-Apr,-
105,The Chosen: Last Supper Part 3,"$11,742,410 ","2,297","$11,742,410 ",11-Apr,-
106,Sarah's Oil,"$11,675,627 ","2,410","$11,675,627 ",7-Nov,Amazon MGM Studios
107,The Smashing Machine,"$11,411,388 ","3,345","$11,411,388 ",3-Oct,A24
108,Hamnet,"$10,898,125 ","1,996","$24,208,900 ",26-Nov,Focus Features
109,Becoming Led Zeppelin,"$10,403,354 ","1,039","$10,403,353 ",7-Feb,Sony Pictures Classics
110,Eddington,"$10,223,277 ","2,111","$10,223,277 ",18-Jul,A24
111,Rental Family,"$10,047,429 ","1,925","$10,047,429 ",21-Nov,Searchlight Pictures
112,The Day the Earth Blew Up: A Looney Tunes Movie,"$8,875,344 ","2,827","$8,875,344 ",14-Mar,Ketchup Entertainment
113,Sketch,"$8,129,808 ","2,157","$8,129,808 ",6-Aug,Angel
114,Back to the Future,"$7,923,545 ","2,290","$7,923,545 ",31-Oct,Universal Pictures
,40th Anniversary,,,,,
115,Gladiator II,"$7,883,095 ","3,580","$172,438,016 ",22-Nov,Paramount Pictures
116,Soul on Fire,"$7,448,606 ","1,720","$7,448,606 ",10-Oct,Affirm Films
117,Clown in a Cornfield,"$7,251,799 ","2,277","$7,251,799 ",9-May,RLJ Entertainment
118,Presence,"$6,900,044 ","1,750","$6,900,044 ",24-Jan,Neon
119,Princess Mononoke,"$6,851,056 ",630,"$6,851,056 ",28-Mar,GKIDS
,4K Restoration,,,,,
120,Homestead,"$6,823,043 ","1,886","$20,811,864 ",20-Dec,Angel
121,Toy Story,"$6,721,383 ","2,375","$6,721,383 ",12-Sep,Walt Disney Studios Motion Pictures
,2025 Re-release,,,,,
122,The Life of Chuck,"$6,712,600 ","1,072","$6,712,600 ",6-Jun,Neon
123,A Big Bold Beautiful Journey,"$6,671,082 ","3,330","$6,671,082 ",19-Sep,Sony Pictures Releasing
124,Good Boy,"$6,624,062 ","1,650","$6,624,062 ",3-Oct,IFC Films
125,The Last Supper,"$6,564,857 ","1,575","$6,564,857 ",14-Mar,-
126,The Unbreakable Boy,"$6,443,813 ","1,717","$6,443,813 ",21-Feb,Lionsgate
127,Anora,"$6,327,491 ","1,938","$20,474,295 ",18-Oct,Neon
128,I'm Still Here,"$6,205,848 ",762,"$6,233,517 ",17-Jan,Sony Pictures Classics
129,Pride & Prejudice,"$6,193,658 ","1,393","$6,193,658 ",20-Apr,Focus Features
,20th Anniversary Re-Release,,,,,
130,The Alto Knights,"$6,103,664 ","2,651","$6,125,566 ",21-Mar,Warner Bros.
131,Truth & Treason,"$6,044,364 ","2,106","$6,044,364 ",17-Oct,Angel
132,Kill Bill: The Whole Bloody Affair,"$6,002,538 ","1,204","$6,002,538 ",5-Dec,Lionsgate
133,Honey Don't!,"$5,810,510 ","1,338","$5,810,510 ",22-Aug,Focus Features
134,Dan Da Dan: Evil Eye,"$5,637,078 ","1,085","$5,637,078 ",6-Jun,GKIDS
135,Die My Love,"$5,515,263 ","1,983","$5,515,263 ",7-Nov,MUBI
136,The Senior,"$5,295,949 ","2,405","$5,295,949 ",19-Sep,Angel
137,Hurry Up Tomorrow,"$5,215,357 ","2,020","$5,215,357 ",16-May,Lionsgate
138,Light of the World,"$5,213,377 ","2,075","$5,213,377 ",5-Sep,-
139,The Last Showgirl,"$4,799,804 ",946,"$4,799,804 ",13-Dec,Roadside Attractions
140,Stitch Head,"$4,562,943 ","2,162","$4,562,943 ",29-Oct,Briarcliff Entertainment
141,Sisu: Road to Revenge,"$4,544,481 ","2,222","$4,544,481 ",21-Nov,Sony Pictures Releasing
142,Brave the Dark,"$4,525,443 ","2,230","$4,525,443 ",24-Jan,Angel
143,Shelby Oaks,"$4,500,051 ","1,823","$4,500,051 ",24-Oct,Neon
144,Avatar: The Way of Water,"$4,383,734 ","2,140","$4,383,734 ",3-Oct,Walt Disney Studios Motion Pictures
,2025 Re-release,,,,,
145,Keeper,"$4,200,165 ","1,950","$4,200,165 ",14-Nov,Neon
146,Shin Godzilla,"$4,042,146 ","1,290","$4,042,146 ",14-Aug,GKIDS
,2025 Re-release,,,,,
147,Ella McCay,"$3,950,824 ","2,500","$4,033,242 ",12-Dec,20th Century Studios
148,The Friend,"$3,941,217 ","1,237","$3,941,217 ",28-Mar,Bleecker Street Media
149,Shadow Force,"$3,933,483 ","2,170","$3,933,483 ",9-May,Lionsgate
150,Sentimental Value,"$3,916,457 ",334,"$5,338,580 ",7-Nov,Neon
151,Colorful Stage! The Movie: A Miku Who Can't Sing,"$3,661,284 ",800,"$3,661,284 ",18-Apr,GKIDS
152,Chhaava,"$3,620,000 ",497,"$4,800,000 ",14-Feb,Yash Raj Films
153,Dhurandhar,"$3,589,000 ",400,"$19,702,994 ",5-Dec,Moviegoers Entertainment
154,Fight or Flight,"$3,522,025 ","2,153","$3,522,025 ",9-May,Vertical Entertainment
155,The Penguin Lessons,"$3,294,990 ","1,017","$3,294,990 ",28-Mar,Sony Pictures Classics
156,2025 Oscar Nominated Short Films: Live Action,"$3,275,477 ",500,"$3,275,477 ",14-Feb,ShortsTV
157,After the Hunt,"$3,258,830 ","1,238","$3,258,830 ",10-Oct,Amazon MGM Studios
158,Jujutsu Kaisen: Hidden Inventory / Premature Death - The Movie,"$3,257,365 ","1,187","$3,257,365 ",16-Jul,GKIDS
159,Hell of a Summer,"$3,182,678 ","1,255","$3,182,678 ",4-Apr,Neon
160,Relay,"$3,164,481 ","1,483","$3,164,481 ",22-Aug,Bleecker Street Media
161,Kraven the Hunter,"$3,110,836 ","3,211","$25,026,310 ",13-Dec,Sony Pictures Releasing
162,War 2,"$3,087,065 ",875,"$3,087,065 ",14-Aug,Yash Raj Films USA Inc.
163,The Fire Inside,"$3,071,970 ","2,032","$8,093,190 ",25-Dec,Amazon MGM Studios
164,How the Grinch Stole Christmas,"$3,063,665 ","2,250","$3,063,665 ",12-Dec,Universal Pictures
,2025 Re-release,,,,,
165,Rule Breakers,"$2,969,825 ","2,044","$2,969,825 ",7-Mar,Angel
166,Attack on Titan: The Last Attack,"$2,890,192 ",525,"$2,890,192 ",10-Feb,Sony Pictures Releasing
167,The Toxic Avenger,"$2,866,783 ","1,995","$2,866,783 ",29-Aug,Iconic Events Releasing
168,Dangerous Animals,"$2,738,137 ","1,636","$2,738,137 ",6-Jun,IFC Films
169,Nickel Boys,"$2,621,373 ",540,"$2,858,346 ",13-Dec,Amazon MGM Studios
170,Pink Floyd: Live at Pompeii,"$2,620,076 ",678,"$2,620,076 ",24-Apr,Trafalgar Releasing
,2025 Re-release,,,,,
171,Eleanor the Great,"$2,607,002 ",892,"$2,607,002 ",26-Sep,Sony Pictures Classics
172,Flow,"$2,559,772 ",377,"$4,844,117 ",22-Nov,Janus Films
173,No Other Land,"$2,549,146 ",140,"$2,549,422 ",31-Jan,-
174,Spinal Tap II: The End Continues,"$2,508,554 ","1,920","$2,508,554 ",12-Sep,Bleecker Street Media
175,The Legend of Ochi,"$2,475,373 ","1,153","$2,475,373 ",18-Apr,A24
176,Merrily We Roll Along,"$2,463,299 ","1,084","$2,508,329 ",5-Dec,Sony Pictures Classics
177,Coolie,"$2,450,000 ",800,"$2,450,000 ",15-Aug,Prathyangira Cinemas
178,"Sorry, Baby","$2,418,280 ",338,"$2,418,280 ",27-Jun,A24
179,5-Sep,"$2,291,572 ",398,"$2,508,723 ",13-Dec,Paramount Pictures International
180,The Room Next Door,"$2,274,576 ",861,"$2,519,488 ",20-Dec,Sony Pictures Classics
181,Spider-Man/Spider-Man 2/Spider-Man 3,"$2,250,977 ","1,485","$2,250,977 ",26-Sep,-
,Fathom 2025,,,,,
182,Detective Chinatown 1900,"$2,229,946 ",229,"$2,229,946 ",29-Jan,CMC Pictures
183,Dogma,"$2,193,805 ","1,039","$2,193,805 ",5-Jun,Iconic Events Releasing
,Dogma: Resurrected! A 25th Anniversary Celebration,,,,,
184,The Wedding Banquet,"$2,090,228 ","1,142","$2,090,228 ",18-Apr,Bleecker Street Media
185,"Oh, Hi!","$2,082,112 ",866,"$2,082,113 ",25-Jul,Sony Pictures Classics
186,Game Changer,"$2,060,000 ",800,"$2,100,000 ",10-Jan,Shloka Entertainments
187,Sight & Sound Presents: NOAH Live,"$2,059,719 ",933,"$2,059,719 ",18-Sep,-
188,Blue Moon,"$2,031,397 ",689,"$2,170,688 ",17-Oct,Sony Pictures Classics
189,Opus,"$1,993,397 ","1,764","$1,993,397 ",14-Mar,A24
190,Christy,"$1,952,677 ","2,184","$1,952,677 ",7-Nov,Black Bear
191,Better Man,"$1,937,937 ","1,291","$1,983,648 ",25-Dec,Paramount Pictures
192,Pets on a Train,"$1,902,250 ","1,350","$1,902,241 ",17-Oct,Viva Pictures
193,Jane Austen Wrecked My Life,"$1,900,978 ",526,"$1,900,978 ",23-May,Sony Pictures Classics
194,Splitsville,"$1,900,750 ",800,"$1,900,750 ",22-Aug,Neon
195,In the Lost Lands,"$1,870,305 ","1,370","$1,870,305 ",7-Mar,Vertical Entertainment
196,Riff Raff,"$1,862,519 ","1,004","$1,862,519 ",27-Feb,Roadside Attractions
197,Night of the Zoopocalypse,"$1,859,218 ","1,425","$2,108,907 ",7-Mar,Viva Pictures
198,Creation of the Gods II: Demon Force,"$1,853,487 ",200,"$1,853,487 ",31-Jan,Well Go USA Entertainment
199,Casper,"$1,840,230 ","1,100","$1,840,230 ",3-Oct,Universal Pictures
,2025 Re-release,,,,,
200,Kuberaa,"$1,750,000 ",500,"$1,750,000 ",20-Jun,Prathyangira Cinemas
Rank,,,,,,
Latest Updates: News | Daily | Weekend | All Time | International | Showdowns,,,,,,
Glossary | User Guide | License IMDb Data | Help,,,,,,
BoxOfficeMojo.com by IMDbPro - an IMDb company.,,,,,,
"© IMDb.com, Inc. or its affiliates. All rights reserved. Box Office Mojo and IMDb are trademarks or registered trademarks of IMDb.com, Inc. or its affiliates. Conditions of Use and Privacy Policy under which this service is provided to you.",,,,,,
