,,,,,,,,
DomesticInternationalWorldwideCalendarAll TimeShowdownsIndices,,,,,,,,
Daily,,,,,,,,
WeekendWeeklyMonthlyQuarterlyYearlySeasonsHolidays,,,,,,,,
Daily Box Office For 2023,,,,,,,,
Year,,,,,,,,
,,,,,,,,
2023,,,,,,,,
"Data as of Apr 24, 17:15 PDT",,,,,,,,
Date,Day,Day #,Top 10 Gross,%± YD,%± LW,Releases,#1 Release,Gross
8-Oct,Sunday,281,"$16,941,619 ",-34.60%,-16.50%,45,The Exorcist: Believer,"$5,636,850 "
7-Oct,Saturday,280,"$25,889,322 ",11.90%,-14.60%,44,The Exorcist: Believer,"$9,034,495 "
6-Oct,Friday,279,"$23,139,532 ",349.20%,-15.20%,44,The Exorcist: Believer,"$11,826,255 "
5-Oct,Thursday,278,"$5,151,688 ",-1.70%,47.60%,38,Saw X,"$1,130,635 "
4-Oct,Wednesday,277,"$5,240,866 ",-36.80%,52.40%,38,Saw X,"$1,330,430 "
3-Oct,Tuesday,276,"$8,287,665 ",36.70%,53.80%,38,Saw X,"$2,069,415 "
2-Oct,Monday,275,"$6,062,838 ",-70.10%,50.70%,38,Saw X,"$1,565,012 "
1-Oct,Sunday,274,"$20,296,693 ",-33.10%,77.50%,39,PAW Patrol: The Mighty Movie,"$6,402,086 "
30-Sep,Saturday,273,"$30,321,810 ",11.10%,69.80%,38,PAW Patrol: The Mighty Movie,"$9,534,184 "
29-Sep,Friday,272,"$27,288,333 ",681.90%,108.10%,38,Saw X,"$7,965,110 "
28-Sep,Thursday,271,"$3,490,205 ",1.50%,-8.20%,37,The Blind,"$844,985 "
27-Sep,Wednesday,270,"$3,437,985 ",-36.20%,-20.70%,41,The Nun II,"$615,528 "
26-Sep,Tuesday,269,"$5,388,841 ",34%,-26.40%,39,The Expendables 4,"$1,090,212 "
25-Sep,Monday,268,"$4,021,818 ",-64.80%,-11.50%,40,The Nun II,"$750,806 "
24-Sep,Sunday,267,"$11,435,028 ",-36%,-24.20%,40,The Nun II,"$2,400,873 "
23-Sep,Saturday,266,"$17,860,624 ",36.20%,-24.50%,40,The Nun II,"$3,741,446 "
22-Sep,Friday,265,"$13,115,942 ",244.90%,-24.20%,40,The Expendables 4,"$3,116,557 "
21-Sep,Thursday,264,"$3,802,837 ",-12.20%,-27.20%,36,The Nun II,"$924,742 "
20-Sep,Wednesday,263,"$4,332,988 ",-40.90%,-28.60%,36,A Haunting in Venice,"$1,036,361 "
19-Sep,Tuesday,262,"$7,326,591 ",61.20%,-22.60%,37,A Haunting in Venice,"$1,787,589 "
18-Sep,Monday,261,"$4,545,930 ",-69.90%,-28.60%,37,A Haunting in Venice,"$1,136,743 "
17-Sep,Sunday,260,"$15,084,589 ",-36.20%,-30.50%,38,The Nun II,"$3,946,670 "
16-Sep,Saturday,259,"$23,660,340 ",36.80%,-27.60%,38,The Nun II,"$6,231,652 "
15-Sep,Friday,258,"$17,297,357 ",230.90%,-36.60%,39,A Haunting in Venice,"$5,542,594 "
14-Sep,Thursday,257,"$5,227,226 ",-13.90%,<0.1%,36,The Nun II,"$1,711,693 "
13-Sep,Wednesday,256,"$6,069,183 ",-35.90%,19.90%,35,The Nun II,"$2,002,275 "
12-Sep,Tuesday,255,"$9,468,835 ",48.70%,25.40%,36,The Nun II,"$3,131,910 "
11-Sep,Monday,254,"$6,368,924 ",-70.60%,-71.50%,34,The Nun II,"$2,343,945 "
10-Sep,Sunday,253,"$21,695,917 ",-33.70%,-21.30%,37,The Nun II,"$7,681,096 "
9-Sep,Saturday,252,"$32,699,795 ",19.80%,18.70%,37,The Nun II,"$11,814,747 "
8-Sep,Friday,251,"$27,292,508 ",421.90%,13.20%,36,The Nun II,"$13,107,493 "
7-Sep,Thursday,250,"$5,229,508 ",3.30%,-0.80%,38,The Equalizer 3,"$1,507,321 "
6-Sep,Wednesday,249,"$5,063,430 ",-32.90%,-21%,38,The Equalizer 3,"$2,033,704 "
5-Sep,Tuesday,248,"$7,548,730 ",-66.20%,-20.80%,39,The Equalizer 3,"$3,408,950 "
4-Sep,Monday,247,"$22,341,775 ",87.10%,17%,40,The Equalizer 3,"$8,211,204 "
Labor Day,,,,,,,,
3-Sep,Sunday,246,"$27,575,389 ",<0.1%,-3.80%,40,The Equalizer 3,"$10,512,162 "
2-Sep,Saturday,245,"$27,556,343 ",14.30%,7.80%,40,The Equalizer 3,"$11,046,112 "
1-Sep,Friday,244,"$24,112,660 ",357.30%,<0.1%,40,The Equalizer 3,"$13,045,955 "
31-Aug,Thursday,243,"$5,273,175 ",-17.70%,-33.50%,37,Barbie,"$1,301,128 "
30-Aug,Wednesday,242,"$6,406,154 ",-32.80%,-30.40%,38,Barbie,"$1,487,953 "
29-Aug,Tuesday,241,"$9,535,281 ",27.50%,-28.10%,37,Barbie,"$1,840,713 "
28-Aug,Monday,240,"$7,480,698 ",-73.90%,-25.10%,37,Barbie,"$1,449,073 "
27-Aug,Sunday,239,"$28,662,869 ",12.20%,9%,39,Barbie,"$5,679,220 "
26-Aug,Saturday,238,"$25,554,498 ",5.90%,-27.60%,41,Barbie,"$5,403,542 "
25-Aug,Friday,237,"$24,131,735 ",204.20%,-20.30%,40,Gran Turismo,"$8,552,178 "
24-Aug,Thursday,236,"$7,932,705 ",-13.80%,-26.10%,33,Barbie,"$2,286,592 "
23-Aug,Wednesday,235,"$9,203,475 ",-30.60%,-29.50%,33,Barbie,"$2,553,003 "
22-Aug,Tuesday,234,"$13,271,019 ",32.90%,-36.30%,33,Barbie,"$3,400,599 "
21-Aug,Monday,233,"$9,988,992 ",-62%,-38.10%,33,Barbie,"$2,647,855 "
20-Aug,Sunday,232,"$26,295,945 ",-25.50%,-21.90%,35,Blue Beetle,"$6,510,380 "
19-Aug,Saturday,231,"$35,311,081 ",16.70%,-19%,34,Blue Beetle,"$8,514,055 "
18-Aug,Friday,230,"$30,259,837 ",181.80%,-3.20%,32,Blue Beetle,"$10,005,790 "
17-Aug,Thursday,229,"$10,738,894 ",-17.70%,-45.40%,32,Barbie,"$3,875,483 "
16-Aug,Wednesday,228,"$13,051,384 ",-37.40%,-35.30%,32,Barbie,"$4,516,517 "
15-Aug,Tuesday,227,"$20,839,212 ",29.20%,-26.30%,32,Barbie,"$6,138,113 "
14-Aug,Monday,226,"$16,129,749 ",-52.10%,-37.50%,32,Barbie,"$4,810,564 "
13-Aug,Sunday,225,"$33,682,293 ",-22.70%,-36.90%,34,Barbie,"$10,637,908 "
12-Aug,Saturday,224,"$43,599,295 ",39.50%,-31.40%,34,Barbie,"$13,178,714 "
11-Aug,Friday,223,"$31,262,729 ",58.80%,-44.10%,34,Barbie,"$10,016,672 "
10-Aug,Thursday,222,"$19,683,880 ",-2.40%,-31.80%,31,Barbie,"$7,147,808 "
9-Aug,Wednesday,221,"$20,174,885 ",-28.60%,-43.90%,31,Barbie,"$7,361,016 "
8-Aug,Tuesday,220,"$28,260,396 ",9.50%,-13.10%,31,Barbie,"$9,614,345 "
7-Aug,Monday,219,"$25,817,320 ",-51.60%,-16.30%,30,Barbie,"$9,095,665 "
6-Aug,Sunday,218,"$53,351,070 ",-16%,-16.90%,33,Barbie,"$16,988,250 "
5-Aug,Saturday,217,"$63,515,000 ",13.60%,-19.10%,33,Barbie,"$19,476,666 "
4-Aug,Friday,216,"$55,901,071 ",93.50%,-16.70%,33,Barbie,"$16,543,731 "
3-Aug,Thursday,215,"$28,882,525 ",-19.70%,-26.30%,36,Barbie,"$11,804,507 "
2-Aug,Wednesday,214,"$35,955,682 ",10.50%,-15.80%,35,Barbie,"$12,852,230 "
1-Aug,Tuesday,213,"$32,534,702 ",5.50%,-34.20%,33,Barbie,"$15,302,634 "
31-Jul,Monday,212,"$30,833,132 ",-52%,-35.80%,35,Barbie,"$15,007,589 "
30-Jul,Sunday,211,"$64,180,542 ",-18.20%,-26.10%,35,Barbie,"$29,392,512 "
29-Jul,Saturday,210,"$78,490,797 ",17%,-20.50%,37,Barbie,"$34,586,429 "
28-Jul,Friday,209,"$67,080,121 ",71.30%,-45.10%,34,Barbie,"$29,032,661 "
27-Jul,Thursday,208,"$39,165,160 ",-8.30%,217.20%,31,Barbie,"$21,238,020 "
26-Jul,Wednesday,207,"$42,695,251 ",-13.70%,160%,32,Barbie,"$23,034,051 "
25-Jul,Tuesday,206,"$49,456,537 ",3%,122.30%,32,Barbie,"$26,003,569 "
24-Jul,Monday,205,"$48,029,634 ",-44.70%,179.30%,31,Barbie,"$26,105,167 "
23-Jul,Sunday,204,"$86,894,566 ",-12%,102.70%,34,Barbie,"$43,706,510 "
22-Jul,Saturday,203,"$98,739,360 ",-19.20%,89.80%,33,Barbie,"$47,812,356 "
21-Jul,Friday,202,"$122,171,275 ",889.50%,210.80%,33,Barbie,"$70,503,178 "
20-Jul,Thursday,201,"$12,346,748 ",-24.80%,-45.60%,33,Sound of Freedom,"$3,702,736 "
19-Jul,Wednesday,200,"$16,422,520 ",-26.20%,-44.50%,33,Mission: Impossible - Dead Reckoning Part One,"$4,740,147 "
18-Jul,Tuesday,199,"$22,251,139 ",29.40%,24.70%,31,Mission: Impossible - Dead Reckoning Part One,"$7,273,490 "
17-Jul,Monday,198,"$17,193,915 ",-59.90%,2.80%,32,Mission: Impossible - Dead Reckoning Part One,"$5,304,094 "
16-Jul,Sunday,197,"$42,869,417 ",-17.60%,19.20%,33,Mission: Impossible - Dead Reckoning Part One,"$16,837,868 "
15-Jul,Saturday,196,"$52,030,257 ",32.40%,18.30%,33,Mission: Impossible - Dead Reckoning Part One,"$21,190,469 "
14-Jul,Friday,195,"$39,307,356 ",73.20%,-4.30%,32,Mission: Impossible - Dead Reckoning Part One,"$16,660,010 "
13-Jul,Thursday,194,"$22,688,777 ",-23.30%,30.80%,30,Mission: Impossible - Dead Reckoning Part One,"$8,286,890 "
12-Jul,Wednesday,193,"$29,570,978 ",65.70%,61.20%,30,Mission: Impossible - Dead Reckoning Part One,"$15,516,660 "
11-Jul,Tuesday,192,"$17,846,814 ",6.80%,-53.90%,31,Sound of Freedom,"$3,829,243 "
10-Jul,Monday,191,"$16,718,294 ",-53.50%,-37.30%,31,Sound of Freedom,"$4,000,345 "
9-Jul,Sunday,190,"$35,962,783 ",-18.30%,-9.90%,31,Indiana Jones and the Dial of Destiny,"$8,580,641 "
8-Jul,Saturday,189,"$43,991,607 ",7.10%,9%,30,Indiana Jones and the Dial of Destiny,"$11,098,980 "
7-Jul,Friday,188,"$41,076,260 ",136.80%,-2%,31,Insidious: The Red Door,"$15,203,849 "
6-Jul,Thursday,187,"$17,343,775 ",-5.40%,50.30%,24,Indiana Jones and the Dial of Destiny,"$5,308,265 "
5-Jul,Wednesday,186,"$18,343,467 ",-52.60%,32%,25,Indiana Jones and the Dial of Destiny,"$5,536,113 "
4-Jul,Tuesday,185,"$38,712,758 ",15.60%,0.70%,24,Sound of Freedom,"$14,242,063 "
Independence Day,,,,,,,,
3-Jul,Monday,184,"$26,652,555 ",-33.20%,92.10%,23,Indiana Jones and the Dial of Destiny,"$11,793,861 "
2-Jul,Sunday,183,"$39,924,197 ",-1.10%,30.50%,24,Indiana Jones and the Dial of Destiny,"$18,101,010 "
1-Jul,Saturday,182,"$40,367,567 ",-3.70%,-1%,27,Indiana Jones and the Dial of Destiny,"$18,584,093 "
30-Jun,Friday,181,"$41,921,311 ",263.20%,21%,26,Indiana Jones and the Dial of Destiny,"$23,682,998 "
29-Jun,Thursday,180,"$11,541,789 ",-16.90%,-26%,27,Elemental,"$2,461,607 "
28-Jun,Wednesday,179,"$13,893,050 ",-26.50%,-15.60%,27,Elemental,"$2,856,231 "
27-Jun,Tuesday,178,"$18,889,326 ",36.20%,-16.90%,24,Elemental,"$4,021,857 "
26-Jun,Monday,177,"$13,873,365 ",-54.60%,-48.70%,25,Spider-Man: Across the Spider-Verse,"$2,770,980 "
25-Jun,Sunday,176,"$30,588,293 ",-25%,-37.40%,25,Spider-Man: Across the Spider-Verse,"$5,764,700 "
24-Jun,Saturday,175,"$40,783,785 ",17.70%,-23.80%,26,Spider-Man: Across the Spider-Verse,"$7,511,236 "
23-Jun,Friday,174,"$34,648,695 ",122.30%,-41.20%,24,No Hard Feelings,"$6,352,471 "
22-Jun,Thursday,173,"$15,587,032 ",-5.30%,19.20%,28,Elemental,"$3,633,076 "
21-Jun,Wednesday,172,"$16,456,723 ",-27.60%,-2.20%,28,Spider-Man: Across the Spider-Verse,"$3,816,805 "
20-Jun,Tuesday,171,"$22,736,234 ",-16%,-3.30%,25,The Flash,"$5,268,381 "
19-Jun,Monday,170,"$27,054,016 ",-44.70%,49.20%,36,The Flash,"$6,160,801 "
18-Jun,Sunday,169,"$48,881,387 ",-8.70%,1%,25,The Flash,"$15,355,986 "
17-Jun,Saturday,168,"$53,515,541 ",-9.20%,-9.10%,26,The Flash,"$15,554,339 "
16-Jun,Friday,167,"$58,908,835 ",350.40%,4.60%,26,The Flash,"$24,133,354 "
15-Jun,Thursday,166,"$13,079,324 ",-22.30%,-29%,29,Spider-Man: Across the Spider-Verse,"$5,277,604 "
14-Jun,Wednesday,165,"$16,831,279 ",-28.40%,-15.20%,29,Spider-Man: Across the Spider-Verse,"$6,453,218 "
13-Jun,Tuesday,164,"$23,502,402 ",29.60%,-13.30%,29,Spider-Man: Across the Spider-Verse,"$8,512,398 "
12-Jun,Monday,163,"$18,130,918 ",-62.50%,-18.40%,29,Spider-Man: Across the Spider-Verse,"$6,807,685 "
11-Jun,Sunday,162,"$48,379,116 ",-17.80%,-14.40%,31,Spider-Man: Across the Spider-Verse,"$17,658,713 "
10-Jun,Saturday,161,"$58,858,263 ",4.50%,-16.20%,31,Spider-Man: Across the Spider-Verse,"$21,135,952 "
9-Jun,Friday,160,"$56,302,780 ",205.60%,-26.50%,31,Transformers: Rise of the Beasts,"$25,649,418 "
8-Jun,Thursday,159,"$18,424,042 ",-7.20%,58.70%,31,Spider-Man: Across the Spider-Verse,"$10,205,547 "
7-Jun,Wednesday,158,"$19,857,563 ",-26.80%,40.50%,31,Spider-Man: Across the Spider-Verse,"$11,102,943 "
6-Jun,Tuesday,157,"$27,113,285 ",22%,39.90%,33,Spider-Man: Across the Spider-Verse,"$15,034,360 "
5-Jun,Monday,156,"$22,217,625 ",-60.70%,-44.50%,32,Spider-Man: Across the Spider-Verse,"$13,014,539 "
4-Jun,Sunday,155,"$56,486,744 ",-19.60%,13.70%,31,Spider-Man: Across the Spider-Verse,"$31,288,822 "
3-Jun,Saturday,154,"$70,275,182 ",-8.20%,30.80%,31,Spider-Man: Across the Spider-Verse,"$37,566,658 "
2-Jun,Friday,153,"$76,576,560 ",559.80%,33.30%,32,Spider-Man: Across the Spider-Verse,"$51,808,109 "
1-Jun,Thursday,152,"$11,605,750 ",-17.90%,61.40%,36,The Little Mermaid,"$7,023,953 "
31-May,Wednesday,151,"$14,130,439 ",-27.10%,66.60%,35,The Little Mermaid,"$8,298,553 "
30-May,Tuesday,150,"$19,375,027 ",-51.60%,58.40%,35,The Little Mermaid,"$11,465,658 "
29-May,Monday,149,"$40,002,241 ",-19.40%,260.30%,36,The Little Mermaid,"$23,240,863 "
Memorial Day,,,,,,,,
28-May,Sunday,148,"$49,660,337 ",-7.50%,54.90%,38,The Little Mermaid,"$27,309,512 "
27-May,Saturday,147,"$53,709,716 ",-6.50%,19%,38,The Little Mermaid,"$30,119,527 "
26-May,Friday,146,"$57,438,102 ",698.60%,38.20%,39,The Little Mermaid,"$38,149,001 "
25-May,Thursday,145,"$7,192,281 ",-15.20%,15.80%,32,Fast X,"$2,983,680 "
24-May,Wednesday,144,"$8,480,713 ",-30.60%,14.20%,33,Fast X,"$3,651,655 "
23-May,Tuesday,143,"$12,228,027 ",10.10%,8.80%,36,Fast X,"$5,976,295 "
22-May,Monday,142,"$11,102,264 ",-65.40%,37%,33,Fast X,"$5,306,300 "
21-May,Sunday,141,"$32,053,970 ",-29%,2.60%,34,Fast X,"$16,501,575 "
20-May,Saturday,140,"$45,139,028 ",8.60%,14.90%,34,Fast X,"$22,500,515 "
19-May,Friday,139,"$41,546,907 ",568.80%,68.60%,33,Fast X,"$28,015,320 "
18-May,Thursday,138,"$6,212,485 ",-16.40%,-38.20%,37,Guardians of the Galaxy Vol. 3,"$3,699,049 "
17-May,Wednesday,137,"$7,427,405 ",-33.90%,-26.20%,35,Guardians of the Galaxy Vol. 3,"$4,503,738 "
16-May,Tuesday,136,"$11,235,274 ",38.70%,-26.90%,37,Guardians of the Galaxy Vol. 3,"$6,446,574 "
15-May,Monday,135,"$8,101,362 ",-74.10%,-32.30%,37,Guardians of the Galaxy Vol. 3,"$5,183,492 "
14-May,Sunday,134,"$31,235,512 ",-20.50%,-27.20%,35,Guardians of the Galaxy Vol. 3,"$20,275,043 "
13-May,Saturday,133,"$39,269,576 ",59.30%,-28.90%,36,Guardians of the Galaxy Vol. 3,"$26,117,258 "
12-May,Friday,132,"$24,649,272 ",145%,-57.40%,35,Guardians of the Galaxy Vol. 3,"$15,616,247 "
11-May,Thursday,131,"$10,060,493 ",<0.1%,134.60%,29,Guardians of the Galaxy Vol. 3,"$7,159,351 "
10-May,Wednesday,130,"$10,067,751 ",-34.50%,65%,29,Guardians of the Galaxy Vol. 3,"$7,120,259 "
9-May,Tuesday,129,"$15,380,151 ",28.40%,85.40%,29,Guardians of the Galaxy Vol. 3,"$11,082,506 "
