,,,,,,,,
DomesticInternationalWorldwideCalendarAll TimeShowdownsIndices,,,,,,,,
Daily,,,,,,,,
WeekendWeeklyMonthlyQuarterlyYearlySeasonsHolidays,,,,,,,,
Daily Box Office For 2025,,,,,,,,
Year,,,,,,,,
,,,,,,,,
2025,,,,,,,,
"Data as of Apr 24, 17:15 PDT",,,,,,,,
Date,Day,Day #,Top 10 Gross,%± YD,%± LW,Releases,#1 Release,Gross
27-Aug,Wednesday,239,"$4,887,036 ",-37.70%,-46.40%,38,Weapons,"$1,448,485 "
26-Aug,Tuesday,238,"$7,846,419 ",57%,-40.50%,39,Weapons,"$2,225,217 "
25-Aug,Monday,237,"$4,999,168 ",-77.80%,-42%,39,Weapons,"$1,497,322 "
24-Aug,Sunday,236,"$22,479,876 ",-27.10%,-6.90%,43,KPop Demon Hunters,"$8,400,000 "
23-Aug,Saturday,235,"$30,826,574 ",87.20%,-7.10%,43,KPop Demon Hunters,"$9,600,000 "
22-Aug,Friday,234,"$16,463,702 ",105.30%,-35.40%,42,Weapons,"$4,700,596 "
21-Aug,Thursday,233,"$8,017,752 ",-12%,-41.10%,34,Weapons,"$2,413,663 "
20-Aug,Wednesday,232,"$9,110,697 ",-30.90%,-32%,33,Weapons,"$2,703,836 "
19-Aug,Tuesday,231,"$13,192,210 ",53.10%,-37.40%,31,Weapons,"$3,901,381 "
18-Aug,Monday,230,"$8,614,832 ",-64.30%,-40.60%,32,Weapons,"$2,760,217 "
17-Aug,Sunday,229,"$24,144,464 ",-27.30%,-30.20%,33,Weapons,"$7,255,096 "
16-Aug,Saturday,228,"$33,197,803 ",30.20%,-27.50%,35,Weapons,"$9,675,969 "
15-Aug,Friday,227,"$25,494,546 ",87.40%,-45.80%,34,Weapons,"$7,525,938 "
14-Aug,Thursday,226,"$13,602,422 ",1.50%,28.50%,29,Weapons,"$4,075,315 "
13-Aug,Wednesday,225,"$13,402,888 ",-36.40%,-10.40%,27,Weapons,"$4,470,778 "
12-Aug,Tuesday,224,"$21,068,683 ",45.40%,4.60%,29,Weapons,"$6,746,545 "
11-Aug,Monday,223,"$14,492,323 ",-58.10%,0.30%,27,Weapons,"$5,250,868 "
10-Aug,Sunday,222,"$34,588,082 ",-24.50%,3.30%,27,Weapons,"$11,320,431 "
9-Aug,Saturday,221,"$45,810,572 ",-2.60%,3.60%,27,Weapons,"$14,010,307 "
8-Aug,Friday,220,"$47,053,855 ",344.50%,20.80%,27,Weapons,"$18,170,479 "
7-Aug,Thursday,219,"$10,586,569 ",-29.20%,-33.70%,27,The Fantastic Four: First Steps,"$2,948,856 "
6-Aug,Wednesday,218,"$14,956,078 ",-25.70%,-22.80%,28,The Fantastic Four: First Steps,"$3,924,647 "
5-Aug,Tuesday,217,"$20,136,567 ",39.40%,-21.90%,27,The Fantastic Four: First Steps,"$6,371,138 "
4-Aug,Monday,216,"$14,444,330 ",-56.80%,-21%,26,The Fantastic Four: First Steps,"$4,544,681 "
3-Aug,Sunday,215,"$33,467,783 ",-24.30%,-27.80%,27,The Fantastic Four: First Steps,"$11,672,817 "
2-Aug,Saturday,214,"$44,232,602 ",13.60%,-23.20%,28,The Fantastic Four: First Steps,"$15,370,367 "
1-Aug,Friday,213,"$38,937,959 ",143.80%,-48.70%,28,The Fantastic Four: First Steps,"$11,652,568 "
31-Jul,Thursday,212,"$15,968,005 ",-17.60%,30.30%,30,The Fantastic Four: First Steps,"$7,514,899 "
30-Jul,Wednesday,211,"$19,378,078 ",-24.80%,26%,30,The Fantastic Four: First Steps,"$8,657,354 "
29-Jul,Tuesday,210,"$25,776,824 ",41%,10.30%,30,The Fantastic Four: First Steps,"$14,189,835 "
28-Jul,Monday,209,"$18,279,776 ",-60.60%,17.50%,30,The Fantastic Four: First Steps,"$10,420,719 "
27-Jul,Sunday,208,"$46,341,650 ",-19.50%,15.80%,31,The Fantastic Four: First Steps,"$27,049,949 "
26-Jul,Saturday,207,"$57,559,797 ",-24.20%,15.50%,30,The Fantastic Four: First Steps,"$33,329,313 "
25-Jul,Friday,206,"$75,926,829 ",519.40%,85.90%,30,The Fantastic Four: First Steps,"$57,265,566 "
24-Jul,Thursday,205,"$12,257,224 ",-20.30%,-42.30%,25,Superman,"$4,790,162 "
23-Jul,Wednesday,204,"$15,378,422 ",-34.20%,-32.90%,27,Superman,"$6,637,061 "
22-Jul,Tuesday,203,"$23,361,569 ",50.20%,-24.90%,29,Superman,"$10,072,283 "
21-Jul,Monday,202,"$15,558,461 ",-61.10%,-30.70%,27,Superman,"$6,908,516 "
20-Jul,Sunday,201,"$40,020,885 ",-19.70%,-26.30%,31,Superman,"$18,858,328 "
19-Jul,Saturday,200,"$49,846,276 ",22%,-26.20%,30,Superman,"$23,026,404 "
18-Jul,Friday,199,"$40,842,549 ",92.30%,-47.40%,31,Superman,"$16,565,362 "
17-Jul,Thursday,198,"$21,234,253 ",-7.30%,42.90%,31,Superman,"$10,957,906 "
16-Jul,Wednesday,197,"$22,916,886 ",-26.30%,17.10%,32,Superman,"$11,780,246 "
15-Jul,Tuesday,196,"$31,115,754 ",38.60%,16.10%,30,Superman,"$17,121,947 "
14-Jul,Monday,195,"$22,457,656 ",-58.60%,10.20%,30,Superman,"$12,901,628 "
13-Jul,Sunday,194,"$54,273,529 ",-19.70%,12%,31,Superman,"$31,305,442 "
12-Jul,Saturday,193,"$67,549,067 ",-13%,8.90%,30,Superman,"$37,606,538 "
11-Jul,Friday,192,"$77,639,423 ",422.50%,84.50%,29,Superman,"$56,109,755 "
10-Jul,Thursday,191,"$14,860,068 ",-24.10%,-63%,26,Jurassic World: Rebirth,"$7,503,405 "
9-Jul,Wednesday,190,"$19,574,206 ",-27%,-54.30%,26,Jurassic World: Rebirth,"$10,035,430 "
8-Jul,Tuesday,189,"$26,806,930 ",31.50%,18.60%,26,Jurassic World: Rebirth,"$15,051,985 "
7-Jul,Monday,188,"$20,386,662 ",-57.90%,20.50%,26,Jurassic World: Rebirth,"$11,702,195 "
6-Jul,Sunday,187,"$48,455,343 ",-21.90%,42.60%,30,Jurassic World: Rebirth,"$28,951,835 "
5-Jul,Saturday,186,"$62,045,942 ",47.50%,42.70%,29,Jurassic World: Rebirth,"$36,828,780 "
4-Jul,Friday,185,"$42,074,376 ",1.90%,3.60%,28,Jurassic World: Rebirth,"$26,235,450 "
Independence Day,,,,,,,,
3-Jul,Thursday,184,"$40,179,952 ",-6.20%,228.30%,28,Jurassic World: Rebirth,"$25,300,775 "
2-Jul,Wednesday,183,"$42,842,867 ",89.60%,204.40%,30,Jurassic World: Rebirth,"$30,503,855 "
1-Jul,Tuesday,182,"$22,596,355 ",33.50%,8.40%,28,F1: The Movie,"$8,631,561 "
30-Jun,Monday,181,"$16,921,787 ",-50.20%,23.70%,28,F1: The Movie,"$6,956,814 "
29-Jun,Sunday,180,"$33,982,440 ",-21.80%,6.10%,30,F1: The Movie,"$14,498,272 "
28-Jun,Saturday,179,"$43,465,562 ",-7%,0.10%,29,F1: The Movie,"$17,502,336 "
27-Jun,Friday,178,"$46,712,980 ",281.70%,4.70%,29,F1: The Movie,"$25,001,059 "
26-Jun,Thursday,177,"$12,239,014 ",-13%,-35.50%,28,How to Train Your Dragon,"$4,070,345 "
25-Jun,Wednesday,176,"$14,073,974 ",-32.50%,-16.60%,28,How to Train Your Dragon,"$4,780,860 "
24-Jun,Tuesday,175,"$20,836,037 ",52.30%,-8%,29,How to Train Your Dragon,"$7,129,945 "
23-Jun,Monday,174,"$13,680,637 ",-57.30%,-13.90%,27,How to Train Your Dragon,"$4,613,280 "
22-Jun,Sunday,173,"$32,038,583 ",-26.20%,-26.10%,30,How to Train Your Dragon,"$11,115,115 "
21-Jun,Saturday,172,"$43,417,418 ",-2.70%,-13.50%,31,How to Train Your Dragon,"$14,541,040 "
20-Jun,Friday,171,"$44,630,147 ",135.10%,-18.60%,31,28 Years Later,"$14,473,891 "
19-Jun,Thursday,170,"$18,985,954 ",12.50%,127.40%,26,How to Train Your Dragon,"$9,764,735 "
18-Jun,Wednesday,169,"$16,878,969 ",-25.50%,68.20%,27,How to Train Your Dragon,"$8,456,110 "
17-Jun,Tuesday,168,"$22,644,840 ",42.50%,40.10%,26,How to Train Your Dragon,"$12,095,560 "
16-Jun,Monday,167,"$15,886,349 ",-63.30%,40.80%,27,How to Train Your Dragon,"$8,535,575 "
15-Jun,Sunday,166,"$43,331,799 ",-13.60%,47.80%,26,How to Train Your Dragon,"$22,688,410 "
14-Jun,Saturday,165,"$50,178,165 ",-8.50%,23.70%,26,How to Train Your Dragon,"$26,595,165 "
13-Jun,Friday,164,"$54,819,951 ",556.60%,56%,27,How to Train Your Dragon,"$35,349,740 "
12-Jun,Thursday,163,"$8,348,523 ",-16.80%,-35.60%,28,Lilo & Stitch,"$2,862,192 "
11-Jun,Wednesday,162,"$10,037,569 ",-37.90%,-24.30%,29,Lilo & Stitch,"$3,325,374 "
10-Jun,Tuesday,161,"$16,162,480 ",43.20%,-20%,30,Lilo & Stitch,"$5,395,656 "
9-Jun,Monday,160,"$11,282,988 ",-61.50%,-14.90%,30,Lilo & Stitch,"$3,629,699 "
8-Jun,Sunday,159,"$29,323,587 ",-27.70%,-29.90%,29,Lilo & Stitch,"$9,768,643 "
7-Jun,Saturday,158,"$40,574,125 ",15.50%,-30.70%,30,Lilo & Stitch,"$13,205,291 "
6-Jun,Friday,157,"$35,132,544 ",170.90%,-18.50%,29,Ballerina,"$10,526,813 "
5-Jun,Thursday,156,"$12,966,973 ",-2.30%,-29.10%,29,Lilo & Stitch,"$5,151,565 "
4-Jun,Wednesday,155,"$13,268,122 ",-34.40%,-35.20%,27,Lilo & Stitch,"$5,405,822 "
3-Jun,Tuesday,154,"$20,215,652 ",52.60%,-30.50%,28,Lilo & Stitch,"$8,500,417 "
2-Jun,Monday,153,"$13,251,680 ",-68.30%,-79.70%,27,Lilo & Stitch,"$5,308,433 "
1-Jun,Sunday,152,"$41,812,270 ",-28.60%,-47%,29,Lilo & Stitch,"$18,801,384 "
31-May,Saturday,151,"$58,565,098 ",35.80%,-33.10%,30,Lilo & Stitch,"$25,868,621 "
30-May,Friday,150,"$43,113,548 ",135.70%,-55.20%,30,Lilo & Stitch,"$17,138,621 "
29-May,Thursday,149,"$18,293,119 ",-10.70%,175.10%,29,Lilo & Stitch,"$9,247,450 "
28-May,Wednesday,148,"$20,488,727 ",-29.50%,127.30%,29,Lilo & Stitch,"$10,072,424 "
27-May,Tuesday,147,"$29,079,759 ",-55.50%,133.50%,29,Lilo & Stitch,"$15,200,982 "
26-May,Monday,146,"$65,334,834 ",-17.10%,513.20%,31,Lilo & Stitch,"$36,584,451 "
Memorial Day,,,,,,,,
25-May,Sunday,145,"$78,844,284 ",-9.90%,194.20%,31,Lilo & Stitch,"$42,249,999 "
24-May,Saturday,144,"$87,493,340 ",-9.20%,124.30%,31,Lilo & Stitch,"$47,823,374 "
23-May,Friday,143,"$96,319,861 ",1348.30%,167.70%,30,Lilo & Stitch,"$55,942,802 "
22-May,Thursday,142,"$6,650,678 ",-26.20%,10.80%,39,Final Destination: Bloodlines,"$3,057,536 "
21-May,Wednesday,141,"$9,015,369 ",-27.60%,32.50%,40,Final Destination: Bloodlines,"$4,235,806 "
20-May,Tuesday,140,"$12,451,826 ",16.90%,21.50%,39,Final Destination: Bloodlines,"$6,187,733 "
19-May,Monday,139,"$10,654,570 ",-60.20%,47.10%,41,Final Destination: Bloodlines,"$5,051,216 "
18-May,Sunday,138,"$26,796,430 ",-31.30%,10.50%,41,Final Destination: Bloodlines,"$12,675,177 "
17-May,Saturday,137,"$39,008,398 ",8.40%,19.60%,40,Final Destination: Bloodlines,"$17,965,375 "
16-May,Friday,136,"$35,976,658 ",499.20%,51.10%,41,Final Destination: Bloodlines,"$20,959,554 "
15-May,Thursday,135,"$6,003,975 ",-11.80%,-36.60%,37,Sinners,"$2,249,164 "
14-May,Wednesday,134,"$6,803,611 ",-33.60%,-30.70%,40,Thunderbolts*,"$2,413,438 "
13-May,Tuesday,133,"$10,247,759 ",41.50%,-33.40%,39,Thunderbolts*,"$4,000,911 "
12-May,Monday,132,"$7,240,626 ",-70.10%,-30.60%,38,Thunderbolts*,"$2,653,124 "
11-May,Sunday,131,"$24,240,695 ",-25.60%,-36%,40,Thunderbolts*,"$9,795,526 "
10-May,Saturday,130,"$32,603,258 ",36.90%,-38.70%,39,Thunderbolts*,"$13,509,770 "
9-May,Friday,129,"$23,807,206 ",151.50%,-52.50%,41,Thunderbolts*,"$9,085,515 "
8-May,Thursday,128,"$9,465,426 ",-3.60%,9.90%,35,Thunderbolts*,"$4,263,198 "
