rank,movie,num_theaters,tot_gross,release_date,distrib,release_qtr,release_month,release_year,period,rpt,LN_RPT,RPT,QTR,Distrib,Period
2,The Super Mario Bros. Movie,4371,574934330,2023-04-05,Universal Pictures,2,4,2023,postpan,131533.82063601006,11.787019288680348,0.13,2,U,Post-Pandemic
53,The Unbearable Weight of Massive Talent,3036,20300157,2022-04-22,Lionsgate,2,4,2022,postpan,6686.481225296443,8.807843039456737,0.01,2,L,Post-Pandemic
74,The Watchers,3351,19071404,2024-06-07,Warner Bros.,2,6,2024,postpan,5691.25753506416,8.646686510621612,0.01,2,W,Post-Pandemic
16,The Wild Robot,3997,143901945,2024-09-27,Universal Pictures,3,9,2024,postpan,36002.488116087065,10.491343329385714,0.04,3,U,Post-Pandemic
74,The Woman in the Yard,2845,22405985,2025-03-28,Universal Pictures,1,3,2025,postpan,7875.565905096661,8.971520322076614,0.01,1,U,Post-Pandemic
8,Thor: Love and Thunder,4375,343256830,2022-07-08,Walt Disney Studios Motion Pictures,3,7,2022,postpan,78458.704,11.27032770165618,0.08,3,D,Post-Pandemic
7,Thor: Ragnarok,4080,315058289,2017-11-03,Walt Disney Studios Motion Pictures,4,11,2017,prepan,77220.16887254902,11.254415956717533,0.08,4,D,Pre-Pandemic
13,Thunderbolts*,4330,190274328,2025-05-02,Walt Disney Studios Motion Pictures,2,5,2025,postpan,43943.262817551964,10.690654599384567,0.04,2,D,Post-Pandemic
28,Ticket to Paradise,4066,68275985,2022-10-21,Universal Pictures,4,10,2022,postpan,16791.92941465814,9.72865365798152,0.02,4,U,Post-Pandemic
87,Titanic,2464,15096069,2023-02-10,Paramount Pictures,1,2,2023,postpan,6126.65137987013,8.720403612113884,0.01,1,P,Post-Pandemic
52,Tomb Raider,3854,58250803,2018-03-16,Warner Bros.,1,3,2018,prepan,15114.37545407369,9.62340158674848,0.02,1,W,Pre-Pandemic
1,Top Gun: Maverick,4751,718732821,2022-05-27,Paramount Pictures,2,5,2022,postpan,151280.32435276784,11.926889847385883,0.15,2,P,Post-Pandemic
3,Toy Story 4,4575,434038008,2019-06-21,Walt Disney Studios Motion Pictures,2,6,2019,prepan,94871.69573770491,11.460280686557367,0.09,2,D,Pre-Pandemic
36,Transformers One,3978,59098421,2024-09-20,Paramount Pictures,3,9,2024,postpan,14856.314982403217,9.606180305177404,0.01,3,P,Post-Pandemic
15,Transformers: Rise of the Beasts,3680,157341749,2023-06-09,Paramount Pictures,2,6,2023,postpan,42755.91005434783,10.663262711695015,0.04,2,P,Post-Pandemic
24,Transformers: The Last Knight,4132,130168683,2017-06-21,Paramount Pictures,2,6,2017,prepan,31502.585430784125,10.357824898613329,0.03,2,P,Pre-Pandemic
44,Trap,3181,42777281,2024-08-02,Warner Bros.,3,8,2024,postpan,13447.746306193021,9.50656681011225,0.01,3,W,Post-Pandemic
25,Trolls Band Together,3893,103270155,2023-11-17,Universal Pictures,4,11,2023,postpan,26527.139737991267,10.185923628955923,0.03,4,U,Post-Pandemic
28,Tron: Ares,4000,73161014,2025-10-10,Walt Disney Studios Motion Pictures,4,10,2025,postpan,18290.2535,9.814123601321667,0.02,4,D,Post-Pandemic
76,Truth or Dare,3068,41411015,2018-04-13,Universal Pictures,2,4,2018,prepan,13497.723272490222,9.510276303721898,0.01,2,U,Pre-Pandemic
8,Twisters,4170,267762265,2024-07-19,Universal Pictures,3,7,2024,postpan,64211.57434052758,11.069938759106542,0.06,3,U,Post-Pandemic
13,Uncharted,4275,148648820,2022-02-18,Sony Pictures Releasing,1,2,2022,postpan,34771.65380116959,10.45655778789636,0.03,1,S,Post-Pandemic
73,Uncle Drew,2742,42469946,2018-06-29,Lionsgate,2,6,2018,prepan,15488.674690007294,9.647864370680631,0.02,2,L,Pre-Pandemic
68,Unsung Hero,2832,20335239,2024-04-26,Lionsgate,2,4,2024,postpan,7180.5222457627115,8.879127395575773,0.01,2,L,Post-Pandemic
12,Us,3743,175084580,2019-03-22,Universal Pictures,1,3,2019,prepan,46776.53753673524,10.753137021510343,0.05,1,U,Pre-Pandemic
11,Venom,4250,213515506,2018-10-05,Sony Pictures Releasing,4,10,2018,prepan,50238.942588235295,10.824545753711892,0.05,4,S,Pre-Pandemic
17,Venom: The Last Dance,4131,139755882,2024-10-25,Sony Pictures Releasing,4,10,2024,postpan,33831.00508351489,10.42913297116242,0.03,4,S,Post-Pandemic
34,Violent Night,3723,50057405,2022-12-02,Universal Pictures,4,12,2022,postpan,13445.448562986838,9.506395930956915,0.01,4,U,Post-Pandemic
70,War Dogs,3258,43034523,2016-08-19,Warner Bros.,3,8,2016,prepan,13208.877532228362,9.488644422840899,0.01,3,W,Pre-Pandemic
66,Warcraft,3406,47365290,2016-06-10,Universal Pictures,2,6,2016,prepan,13906.42689371697,9.54010637871481,0.01,2,U,Pre-Pandemic
16,Weapons,3631,151572492,2025-08-08,Warner Bros.,3,8,2025,postpan,41744.007711374274,10.639311192106616,0.04,3,W,Post-Pandemic
54,What Men Want,2912,54611903,2019-02-08,Paramount Pictures,1,2,2019,prepan,18754.08756868132,9.839167011302216,0.02,1,P,Pre-Pandemic
22,Where the Crawdads Sing,3650,90230760,2022-07-15,Sony Pictures Releasing,3,7,2022,postpan,24720.75616438356,10.11539850027788,0.02,3,S,Post-Pandemic
3,Wicked,3888,474983975,2024-11-22,Universal Pictures,4,11,2024,postpan,122166.66023662551,11.71314145900738,0.12,4,U,Post-Pandemic
6,Wicked: For Good,4115,342915090,2025-11-17,Universal Pictures,4,11,2025,postpan,83332.95018226003,11.330599310352824,0.08,4,U,Post-Pandemic
42,Wish,3900,63973821,2023-11-22,Walt Disney Studios Motion Pictures,4,11,2023,postpan,16403.543846153847,9.705252678648714,0.02,4,D,Post-Pandemic
81,Wolf Man,3354,20707280,2025-01-17,Universal Pictures,1,1,2025,postpan,6173.905784138342,8.728086944844978,0.01,1,U,Post-Pandemic
26,Wonder,3519,132422809,2017-11-17,Lionsgate,4,11,2017,prepan,37630.80676328502,10.535578322722133,0.04,4,L,Pre-Pandemic
61,Wonder Park,3838,45216793,2019-03-15,Paramount Pictures,1,3,2019,prepan,11781.3426263679,9.374272425784588,0.01,1,P,Pre-Pandemic
3,Wonder Woman,4165,412563408,2017-06-02,Warner Bros.,2,6,2017,prepan,99054.83985594238,11.503428913688554,0.1,2,W,Pre-Pandemic
20,Wonka,4213,218402312,2023-12-15,Warner Bros.,4,12,2023,postpan,51840.09304533587,10.855919125880561,0.05,4,W,Post-Pandemic
38,Yesterday,2755,73286650,2019-06-28,Universal Pictures,2,6,2019,prepan,26601.32486388385,10.188716300442394,0.03,2,U,Pre-Pandemic
40,Zombieland: Double Tap,3468,73123082,2019-10-18,Sony Pictures Releasing,4,10,2019,prepan,21085.08708189158,9.956321296212046,0.02,4,S,Pre-Pandemic
92,Zoolander 2,3418,28848693,2016-02-12,Paramount Pictures,1,2,2016,prepan,8440.226155646576,9.040764382923728,0.01,1,P,Pre-Pandemic
7,Zootopia,3959,341268248,2016-03-04,Walt Disney Studios Motion Pictures,1,3,2016,prepan,86200.61833796413,11.364432629920303,0.09,1,D,Pre-Pandemic
5,Zootopia 2,4000,428130160,2025-11-26,Walt Disney Studios Motion Pictures,4,11,2025,postpan,107032.54,11.58088817936085,0.11,4,D,Post-Pandemic
63,xXx: Return of Xander Cage,3651,44898413,2017-01-20,Paramount Pictures,1,1,2017,prepan,12297.565872363735,9.417156625220608,0.01,1,P,Pre-Pandemic
