,,,,,,
DomesticInternationalWorldwideCalendarAll TimeShowdownsIndices,,,,,,
DailyWeekendWeeklyMonthlyQuarterly,,,,,,
Yearly,,,,,,
SeasonsHolidays,,,,,,
Domestic Box Office For 2024,,,,,,
2024,,,,,,
,,,,,,
Calendar grosses,,,,,,
Rank,Release,Gross,Theaters,Total Gross,Release Date,Distributor
48,Coraline,"$33,626,425 ","1,564","$33,626,425 ",15-Aug,Fathom Events
,15th Anniversary,,,,,
49,Night Swim,"$32,494,740 ","3,257","$32,494,740 ",5-Jan,Universal Pictures
50,Conclave,"$31,289,705 ","2,377","$32,580,655 ",25-Oct,Focus Features
51,The Boys in the Boat,"$30,642,834 ","2,687","$52,641,306 ",25-Dec,Amazon MGM Studios
52,Reagan,"$30,047,417 ","2,770","$30,047,417 ",30-Aug,Showbiz Direct
53,The Forge,"$29,123,632 ","1,921","$29,123,632 ",23-Aug,Affirm Films
54,Horizon: An American Saga - Chapter 1,"$29,035,702 ","3,334","$29,035,702 ",28-Jun,Warner Bros.
55,A Complete Unknown,"$28,501,840 ","2,835","$75,001,720 ",25-Dec,Searchlight Pictures
56,Imaginary,"$28,009,161 ","3,118","$28,009,161 ",8-Mar,Lionsgate
57,Heretic,"$27,915,648 ","3,230","$27,986,380 ",8-Nov,A24
58,Abigail,"$25,867,515 ","3,393","$25,867,515 ",19-Apr,Universal Pictures
59,Monkey Man,"$25,116,955 ","3,037","$25,116,955 ",5-Apr,Universal Pictures
60,Arthur the King,"$25,049,006 ","3,003","$25,049,006 ",15-Mar,Lionsgate
61,We Live in Time,"$24,692,261 ","2,964","$24,692,924 ",11-Oct,A24
62,Poor Things,"$24,284,189 ","2,300","$34,553,225 ",8-Dec,Searchlight Pictures
63,Blink Twice,"$23,093,906 ","3,067","$23,093,906 ",23-Aug,Amazon MGM Studios
64,Kraven the Hunter,"$21,915,474 ","3,211","$25,026,310 ",13-Dec,Sony Pictures Releasing
65,The Bikeriders,"$21,746,895 ","2,692","$21,746,895 ",21-Jun,Focus Features
66,The Ministry of Ungentlemanly Warfare,"$20,535,053 ","2,845","$20,535,053 ",19-Apr,Lionsgate
67,Fly Me to the Moon,"$20,532,222 ","3,356","$20,532,222 ",12-Jul,Columbia Pictures
68,Unsung Hero,"$20,335,239 ","2,832","$20,335,239 ",26-Apr,Lionsgate
69,The First Omen,"$20,092,802 ","3,375","$20,092,802 ",5-Apr,20th Century Studios
70,Cabrini,"$19,512,134 ","2,850","$19,512,134 ",8-Mar,Angel
71,American Fiction,"$19,442,987 ","1,902","$21,098,470 ",15-Dec,Metro-Goldwyn-Mayer (MGM)
72,Ordinary Angels,"$19,174,421 ","3,020","$19,174,421 ",23-Feb,Lionsgate
73,The Iron Claw,"$19,110,429 ","2,794","$35,070,296 ",22-Dec,A24
74,The Watchers,"$19,071,404 ","3,351","$19,071,404 ",7-Jun,Warner Bros.
75,Tarot,"$18,771,004 ","3,104","$18,771,004 ",3-May,Screen Gems
76,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,"$17,657,658 ","1,949","$17,657,658 ",23-Feb,Sony Pictures Releasing
77,Harold and the Purple Crayon,"$17,640,924 ","3,325","$17,640,924 ",2-Aug,Columbia Pictures
78,The Color Purple,"$16,571,549 ","3,218","$60,619,191 ",25-Dec,Warner Bros.
79,The Substance,"$16,447,054 ","1,949","$17,584,795 ",20-Sep,MUBI
80,Immaculate,"$15,671,307 ","2,362","$15,671,307 ",22-Mar,Neon
81,Borderlands,"$15,482,668 ","3,125","$15,482,668 ",9-Aug,Lionsgate
82,Interstellar,"$15,207,563 ",321,"$15,207,563 ",6-Dec,Paramount Pictures
,2024 Re-release,,,,,
83,MaXXXine,"$15,097,632 ","2,450","$15,097,632 ",5-Jul,A24
84,The Chosen: S4 Episodes 1-3,"$14,410,169 ","2,280","$14,409,169 ",1-Feb,Fathom Events
85,Anora,"$14,146,804 ","1,938","$20,474,295 ",18-Oct,Neon
86,Homestead,"$13,988,821 ","1,886","$20,811,864 ",20-Dec,Angel
87,Star Wars: Episode I - The Phantom Menace,"$13,029,994 ","2,700","$13,029,994 ",3-May,Walt Disney Studios Motion Pictures
,2024 Re-release,,,,,
88,Kalki 2898 AD,"$12,727,044 ","1,049","$18,289,575 ",27-Jun,Prathyangira Cinemas
89,Am I Racist?,"$12,311,598 ","1,600","$12,311,598 ",13-Sep,SDG Releasing
90,Here,"$12,237,270 ","2,732","$12,237,270 ",1-Nov,Sony Pictures Releasing
91,Bonhoeffer,"$12,121,045 ","1,900","$12,222,383 ",22-Nov,Angel
92,Sound of Hope: The Story of Possum Trot,"$11,647,099 ","2,200","$11,647,099 ",4-Jul,Angel
93,Godzilla Minus One,"$11,564,257 ","2,622","$57,144,669 ",1-Dec,Toho International
94,The Boy and the Heron,"$10,986,312 ","2,325","$46,832,867 ",8-Dec,GKIDS
95,The Chosen: S4 Episodes 4-6,"$10,797,328 ","2,272","$9,482,744 ",15-Feb,Fathom Events
96,Never Let Go,"$10,306,106 ","2,667","$10,306,106 ",20-Sep,Lionsgate
97,Late Night with the Devil,"$10,000,293 ","1,442","$10,001,000 ",22-Mar,IFC Films
98,Lisa Frankenstein,"$9,774,285 ","3,144","$9,774,285 ",9-Feb,Focus Features
99,Piece by Piece,"$9,756,635 ","1,873","$9,756,635 ",11-Oct,Focus Features
100,Saturday Night,"$9,511,315 ","2,336","$9,511,315 ",27-Sep,Sony Pictures Releasing
101,The Crow,"$9,275,659 ","2,752","$9,275,659 ",23-Aug,Lionsgate
102,Babygirl,"$9,186,495 ","2,164","$28,196,732 ",25-Dec,A24
103,Thelma,"$9,002,073 ","1,290","$9,002,073 ",21-Jun,Magnolia Pictures
104,The Lord of the Rings: The War of the Rohirrim,"$8,755,502 ","2,602","$9,158,572 ",13-Dec,Warner Bros.
105,Love Lies Bleeding,"$8,335,797 ","1,828","$8,335,797 ",8-Mar,A24
106,The Zone of Interest,"$8,195,679 ",598,"$8,659,464 ",8-Dec,A24
107,Spy x Family Code: White,"$8,110,042 ","2,009","$8,110,042 ",19-Apr,Crunchyroll
108,Ferrari,"$7,771,546 ","2,386","$18,550,028 ",25-Dec,Neon
109,The Chosen: S4 Episodes 7-8,"$7,729,152 ","2,215","$7,729,152 ",Feb-29,Fathom Events
110,A Real Pain,"$7,676,866 ","1,185","$8,344,978 ",1-Nov,Searchlight Pictures
111,Megalopolis,"$7,629,085 ","1,854","$7,629,085 ",27-Sep,Lionsgate
112,Sight,"$7,206,741 ","2,118","$7,206,741 ",24-May,Angel
113,Haikyu!! The Dumpster Battle,"$7,071,622 ","1,119","$7,071,622 ",31-May,Crunchyroll
114,Afraid,"$6,725,687 ","3,003","$6,725,687 ",30-Aug,Sony Pictures Releasing
115,The Hunger Games: The Ballad of Songbirds & Snakes,"$6,630,969 ","3,776","$166,350,594 ",17-Nov,Lionsgate
116,I.S.S.,"$6,573,799 ","2,518","$6,573,799 ",19-Jan,Bleecker Street Media
117,Pushpa: The Rule - Part 2,"$6,400,000 ","1,245","$13,000,000 ",5-Dec,AA Films
118,Cuckoo,"$6,217,733 ","1,503","$6,217,733 ",9-Aug,Neon
119,Back to Black,"$6,178,165 ","2,013","$6,178,165 ",17-May,Focus Features
120,The Book of Clarence,"$6,132,813 ","2,010","$6,132,813 ",12-Jan,Sony Pictures Releasing
121,The Nightmare Before Christmas,"$6,124,705 ","1,860","$6,124,705 ",11-Oct,Walt Disney Studios Motion Pictures
,2024 Re-release,,,,,
122,Columbia 100th Anniversary Series,"$6,013,515 ",466,"$6,013,515 ",15-Apr,Sony Pictures Releasing
,Columbia 100th Anniversary Series,,,,,
123,Someone Like You,"$5,937,306 ","1,802","$5,937,306 ",5-Apr,Fathom Events
124,Trolls Band Together,"$5,729,950 ","3,893","$103,270,155 ",17-Nov,Universal Pictures
125,One Life,"$5,716,885 ","1,009","$5,716,885 ",15-Mar,Bleecker Street Media
126,Devara Part 1,"$5,600,000 ","1,040","$5,600,000 ",26-Sep,Prathyangira Cinemas
127,The Killer's Game,"$5,404,378 ","2,623","$5,404,378 ",13-Sep,Lionsgate
128,My Old Ass,"$5,372,282 ","1,390","$5,372,282 ",13-Sep,Amazon MGM Studios
129,White Bird,"$5,069,171 ","1,038","$5,069,171 ",4-Oct,Lionsgate
130,My Hero Academia: You're Next,"$5,041,781 ","1,845","$5,041,781 ",11-Oct,Toho International
131,Kinds of Kindness,"$5,038,931 ",920,"$5,038,931 ",21-Jun,Searchlight Pictures
132,Drive-Away Dolls,"$5,028,215 ","2,280","$5,028,215 ",23-Feb,Focus Features
133,The Fire Inside,"$5,021,220 ","2,032","$8,093,190 ",25-Dec,Amazon MGM Studios
134,I Saw the TV Glow,"$5,017,817 ",469,"$5,017,817 ",3-May,A24
135,Wicked Little Letters,"$5,008,178 ","1,009","$5,008,179 ",29-Mar,Sony Pictures Releasing
136,Dìdi,"$4,839,360 ",435,"$4,839,360 ",26-Jul,Focus Features
137,Origin,"$4,689,830 ",664,"$4,689,830 ",8-Dec,Neon
138,Land of Bad,"$4,620,045 ","1,317","$4,620,045 ",16-Feb,The Avenue Entertainment
139,The Exorcism,"$4,530,418 ","2,240","$4,530,418 ",21-Jun,Vertical Entertainment
140,Y2K,"$4,375,523 ","2,108","$4,446,596 ",6-Dec,A24
141,In a Violent Nature,"$4,229,999 ","1,426","$4,229,999 ",31-May,IFC Films
142,For King + Country: A Drummer Boy Christmas - Live,"$4,227,406 ","1,540","$4,227,406 ",5-Dec,Fathom Events
143,The Apprentice,"$4,001,910 ","1,740","$4,001,904 ",11-Oct,Briarcliff Entertainment
144,Babes,"$3,800,038 ","1,118","$3,800,038 ",17-May,Neon
145,Perfect Days,"$3,766,668 ",271,"$3,766,668 ",7-Feb,Neon
146,Oppenheimer,"$3,761,170 ","3,761","$330,078,895 ",21-Jul,Universal Pictures
147,All of Us Strangers,"$3,703,589 ",295,"$4,050,103 ",22-Dec,Searchlight Pictures
148,Shrek 2,"$3,427,910 ","1,512","$3,427,910 ",12-Apr,DreamWorks
,2024 Re-release,,,,,
149,Wish,"$3,364,674 ","3,900","$63,973,821 ",22-Nov,Walt Disney Studios Motion Pictures
150,Solo Leveling: ReAwakening,"$3,350,693 ",846,"$3,350,693 ",6-Dec,Sony Pictures Releasing
151,Queer,"$3,282,117 ",460,"$3,736,813 ",27-Nov,A24
152,God's Not Dead: In God We Trust,"$3,269,322 ","1,392","$3,269,322 ",12-Sep,Fathom Events
153,The Lord of the Rings: The Fellowship of the Ring,"$3,256,658 ","1,529","$3,256,658 ",7-Jun,Fathom Events
,2024 Re-release,,,,,
154,2024 Oscar Nominated Short Films: Documentary,"$3,162,293 ",367,"$3,162,293 ",16-Feb,ShortsTV
155,The Front Room,"$3,092,269 ","2,095","$3,092,269 ",6-Sep,A24
156,Strange Darling,"$3,083,595 ","1,135","$3,083,595 ",23-Aug,-
157,The Long Game,"$3,060,040 ","1,030","$3,060,040 ",12-Apr,-
158,Jesus Thirsts: The Miracle of the Eucharist,"$2,927,121 ","1,112","$2,927,121 ",4-Jun,Fathom Events
159,1992,"$2,906,073 ",875,"$2,906,073 ",30-Aug,Lionsgate
160,The Fabulous Four,"$2,854,291 ","1,045","$2,854,291 ",26-Jul,Bleecker Street Media
161,My Penguin Friend,"$2,769,460 ","1,083","$2,769,460 ",16-Aug,Roadside Attractions
162,Absolution,"$2,716,343 ","1,500","$2,716,343 ",1-Nov,The Samuel Goldwyn Company
163,The Taste of Things,"$2,655,074 ",505,"$2,654,510 ",9-Feb,IFC Films
164,GHOST: Rite Here Rite Now,"$2,647,702 ",755,"$2,647,702 ",20-Jun,Trafalgar Releasing
165,Ezra,"$2,631,460 ","1,320","$2,631,460 ",31-May,Bleecker Street Media
166,Sight & Sound Presents: Daniel LIVE,"$2,629,933 ",851,"$2,629,933 ",30-Aug,Fathom Events
167,Boy Kills World,"$2,626,127 ","1,993","$2,626,127 ",26-Apr,Roadside Attractions
168,"Hello, Love, Again","$2,625,000 ",248,"$2,625,000 ",14-Nov,-
169,Escape from Germany,"$2,576,216 ",131,"$2,616,475 ",12-Apr,Susan Tuckett Media
170,Jung Kook: I Am Still,"$2,574,318 ",769,"$2,574,318 ",18-Sep,Trafalgar Releasing
171,The Lord of the Rings: The Two Towers,"$2,566,412 ","1,549","$2,566,412 ",7-Jun,Fathom Events
,2024 Re-release,,,,,
172,The Blue Angels,"$2,560,945 ",450,"$2,560,945 ",17-May,Amazon MGM Studios
173,Problemista,"$2,503,154 ",379,"$2,503,154 ",1-Mar,A24
174,The American Society of Magical Negroes,"$2,480,645 ","1,153","$2,480,645 ",15-Mar,Focus Features
175,The Lord of the Rings: The Return of the King,"$2,450,927 ","1,172","$2,450,927 ",10-Jun,Fathom Events
,2024 Re-release,,,,,
176,Summer Camp,"$2,403,638 ","1,787","$2,403,638 ",31-May,Roadside Attractions
177,Sing Sing,"$2,403,211 ",191,"$2,403,211 ",12-Jul,A24
178,Howl's Moving Castle,"$2,384,690 ","1,592","$2,384,690 ",26-Sep,Fathom Events
,20th Anniversary – Studio Ghibli Fest 2024,,,,,
179,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,"$2,328,339 ",641,"$2,328,339 ",12-Dec,Trafalgar Releasing
180,Hitpig,"$2,324,019 ","2,107","$2,324,019 ",1-Nov,Viva Pictures
181,Elevation,"$2,321,801 ","1,416","$2,321,801 ",8-Nov,Vertical Entertainment
182,Alien,"$2,305,647 ","1,750","$2,305,647 ",26-Apr,Walt Disney Studios Motion Pictures
,2024 Re-release,,,,,
183,Exhuma,"$2,288,496 ",70,"$2,310,900 ",15-Mar,Well Go USA Entertainment
184,Flow,"$2,280,601 ",377,"$4,844,117 ",22-Nov,Janus Films
185,In the Land of Saints and Sinners,"$2,258,795 ",896,"$2,258,795 ",29-Mar,The Samuel Goldwyn Company
186,Bhool Bhulaiyaa 3,"$2,230,000 ",754,"$2,230,000 ",1-Nov,-
187,The Lion King,"$2,195,943 ","1,330","$2,195,943 ",12-Jul,Walt Disney Studios Motion Pictures
,2024 Re-release,,,,,
188,Singham Again,"$2,190,000 ",749,"$2,190,000 ",1-Nov,-
189,Stree 2,"$2,184,000 ",666,"$2,570,000 ",16-Aug,Parthenos
190,The Holdovers,"$2,146,720 ","1,601","$20,355,375 ",27-Oct,Focus Features
191,Average Joe,"$2,106,965 ","1,713","$2,106,965 ",11-Oct,Fathom Events
192,The Ark and the Darkness,"$2,097,560 ","1,030","$2,097,560 ",20-Mar,Fathom Events
193,Between the Temples,"$2,084,121 ",576,"$2,084,122 ",23-Aug,Sony Pictures Classics
194,Lee,"$2,005,488 ",854,"$2,005,488 ",27-Sep,Roadside Attractions
195,Look Back,"$2,002,270 ",531,"$2,002,270 ",4-Oct,GKIDS
196,Yolo,"$2,001,584 ",200,"$2,001,584 ",8-Mar,Sony Pictures Releasing
197,Queen Rock Montreal,"$2,000,000 ",387,"$2,000,000 ",18-Jan,-
198,The Order,"$1,980,622 ",603,"$2,010,901 ",6-Dec,Vertical Entertainment
199,SUGA: Agust D Tour 'D-DAY' the Movie,"$1,951,896 ",787,"$1,951,896 ",10-Apr,Trafalgar Releasing
200,Out of Darkness,"$1,951,547 ",897,"$1,951,547 ",9-Feb,Bleecker Street Media
Rank,,,,,,
Latest Updates: News | Daily | Weekend | All Time | International | Showdowns,,,,,,
Glossary | User Guide | License IMDb Data | Help,,,,,,
BoxOfficeMojo.com by IMDbPro - an IMDb company.,,,,,,
"© IMDb.com, Inc. or its affiliates. All rights reserved. Box Office Mojo and IMDb are trademarks or registered trademarks of IMDb.com, Inc. or its affiliates. Conditions of Use and Privacy Policy under which this service is provided to you.",,,,,,
