,,,,,,
DomesticInternationalWorldwideCalendarAll TimeShowdownsIndices,,,,,,
DailyWeekendWeeklyMonthlyQuarterly,,,,,,
Yearly,,,,,,
SeasonsHolidays,,,,,,
Domestic Box Office For 2021,,,,,,
2021,,,,,,
,,,,,,
Calendar grosses,,,,,,
Rank,Release,Gross,Theaters,Total Gross,Release Date,Distributor
36,In the Heights,"$29,914,684 ","3,509","$29,975,167 ",11-Jun,Warner Bros.
37,Snake Eyes,"$28,264,325 ","3,540","$28,264,325 ",23-Jul,Paramount Pictures
38,West Side Story,"$28,169,248 ","2,820","$38,530,322 ",10-Dec,20th Century Studios
39,The Matrix Resurrections,"$28,134,634 ","3,552","$37,686,805 ",22-Dec,Warner Bros.
40,Wrath of Man,"$27,466,489 ","3,007","$27,466,489 ",7-May,United Artists Releasing
41,Nobody,"$27,268,035 ","2,567","$27,568,035 ",26-Mar,Universal Pictures
42,The Croods: A New Age,"$26,234,535 ","2,211","$58,568,815 ",25-Nov,Universal Pictures
43,Escape Room: Tournament of Champions,"$25,314,753 ","2,815","$25,314,753 ",16-Jul,Sony Pictures Releasing
44,Respect,"$24,278,399 ","3,207","$24,278,399 ",13-Aug,Metro-Goldwyn-Mayer (MGM)
45,Wonder Woman 1984,"$23,773,929 ","2,218","$46,801,036 ",25-Dec,Warner Bros.
46,Spiral,"$23,216,862 ","2,991","$23,216,862 ",14-May,Lionsgate
47,Ron's Gone Wrong,"$23,009,270 ","3,560","$23,009,270 ",22-Oct,20th Century Studios
48,Spirit Untamed,"$17,635,215 ","3,394","$17,716,215 ",4-Jun,Universal Pictures
49,The Green Knight,"$17,173,321 ","2,798","$17,173,321 ",30-Jul,A24
50,Resident Evil: Welcome to Raccoon City,"$16,923,891 ","2,803","$17,000,612 ",24-Nov,Screen Gems
51,The King's Man,"$16,258,724 ","3,180","$37,176,373 ",22-Dec,20th Century Studios
52,The French Dispatch,"$15,976,770 ","1,225","$16,124,375 ",22-Oct,Searchlight Pictures
53,The Marksman,"$15,566,093 ","2,018","$15,566,093 ",15-Jan,Open Road Films (II)
54,The Unholy,"$15,532,137 ","2,057","$15,532,137 ",2-Apr,Screen Gems
55,The Little Things,"$15,340,534 ","2,206","$15,342,746 ",29-Jan,Warner Bros.
56,Dear Evan Hansen,"$15,002,646 ","3,364","$15,002,646 ",24-Sep,Universal Pictures
57,King Richard,"$14,721,229 ","3,302","$15,129,285 ",19-Nov,Warner Bros.
58,Stillwater,"$14,465,535 ","2,611","$14,465,535 ",30-Jul,Focus Features
59,Christmas with the Chosen: The Messengers,"$13,728,000 ","1,700","$13,728,000 ",1-Dec,Fathom Events
60,Malignant,"$13,351,893 ","3,501","$13,391,791 ",10-Sep,Warner Bros.
61,Chaos Walking,"$13,287,908 ","2,132","$13,287,908 ",5-Mar,Lionsgate
62,My Hero Academia: World Heroes' Mission,"$12,271,658 ","1,585","$12,271,658 ",29-Oct,FUNimation Entertainment
63,American Underdog,"$12,213,600 ","2,813","$26,514,814 ",25-Dec,Lionsgate
64,The Last Duel,"$10,853,945 ","3,065","$10,853,945 ",15-Oct,20th Century Studios
65,Antlers,"$10,619,670 ","2,800","$10,619,670 ",29-Oct,Searchlight Pictures
66,Cry Macho,"$10,183,309 ","4,022","$10,310,734 ",17-Sep,Warner Bros.
67,Monster Hunter,"$10,144,067 ","1,817","$15,162,470 ",18-Dec,Screen Gems
68,Last Night in Soho,"$10,127,625 ","3,016","$10,127,625 ",29-Oct,Focus Features
69,News of the World,"$8,951,155 ","1,986","$12,668,325 ",25-Dec,Universal Pictures
70,The Many Saints of Newark,"$7,628,768 ","3,181","$8,237,403 ",1-Oct,Warner Bros.
71,The Protégé,"$7,446,823 ","2,577","$7,446,823 ",20-Aug,Lionsgate
72,The Night House,"$7,100,581 ","2,240","$7,100,581 ",20-Aug,Searchlight Pictures
73,Spencer,"$7,086,632 ","1,265","$7,086,632 ",5-Nov,Neon
74,Belfast,"$6,885,925 ","1,255","$9,250,870 ",12-Nov,Focus Features
75,Nightmare Alley,"$6,878,302 ","2,145","$11,338,107 ",17-Dec,Searchlight Pictures
76,Those Who Wish Me Dead,"$6,853,610 ","3,379","$7,407,200 ",14-May,Warner Bros.
77,The Courier,"$6,613,432 ","1,641","$6,613,432 ",19-Mar,Roadside Attractions
78,Judas and the Black Messiah,"$5,466,990 ","1,906","$5,478,009 ",12-Feb,Warner Bros.
79,Licorice Pizza,"$5,444,149 ","1,977","$17,318,007 ",26-Nov,United Artists Releasing
80,Promising Young Woman,"$5,252,785 ","1,448","$6,460,965 ",25-Dec,Focus Features
81,Roadrunner: A Film About Anthony Bourdain,"$5,249,970 ",954,"$5,354,970 ",16-Jul,Focus Features
82,Copshop,"$5,213,243 ","3,005","$5,213,243 ",17-Sep,Open Road Films (II)
83,Zola,"$4,844,399 ","1,468","$4,844,399 ",30-Jun,A24
84,Separation,"$4,509,143 ","1,911","$4,509,143 ",30-Apr,Open Road Films (II)
85,Boogie,"$4,178,620 ","1,272","$4,178,620 ",5-Mar,Focus Features
86,Fatale,"$3,918,764 ","1,222","$6,306,897 ",18-Dec,Lionsgate
87,A Journal for Jordan,"$3,905,919 ","2,500","$6,545,174 ",25-Dec,Sony Pictures Releasing
88,Reminiscence,"$3,900,193 ","3,265","$3,900,193 ",20-Aug,Warner Bros.
89,12 Mighty Orphans,"$3,689,952 ","1,047","$3,689,637 ",11-Jun,Sony Pictures Releasing
90,Sooryavanshi,"$3,547,776 ",491,"$3,547,776 ",5-Nov,Reliance Entertainment
91,Pig,"$3,186,668 ",588,"$3,186,668 ",16-Jul,Neon
92,The Girl Who Believes in Miracles,"$3,162,012 ","1,012","$3,163,362 ",2-Apr,Atlas Distribution Company
93,Voyagers,"$3,149,935 ","1,996","$3,149,935 ",9-Apr,Lionsgate
94,Minari,"$3,110,580 ",912,"$3,110,580 ",12-Feb,A24
95,'83,"$3,024,933 ",486,"$4,055,660 ",23-Dec,Reliance Entertainment
96,Dream Horse,"$2,913,328 ","1,284","$2,913,328 ",21-May,Bleecker Street Media
97,The House Next Door: Meet the Blacks 2,"$2,857,187 ",539,"$2,893,660 ",11-Jun,Hidden Empire Film Group (HEFG)
98,Here Today,"$2,807,494 ","1,230","$2,807,494 ",7-May,Stage 6 Films
99,Finding You,"$2,753,985 ","1,447","$2,753,985 ",14-May,Roadside Attractions
100,Lamb,"$2,676,410 ",865,"$2,676,410 ",8-Oct,A24
101,The Card Counter,"$2,657,850 ",739,"$2,657,850 ",10-Sep,Focus Features
102,Land,"$2,577,830 ","1,349","$2,577,830 ",12-Feb,Focus Features
103,The War with Grandpa,"$2,575,698 ","2,365","$21,277,892 ",9-Oct,101 Studios
104,The Eyes of Tammy Faye,"$2,404,127 ","1,352","$2,404,127 ",17-Sep,Searchlight Pictures
105,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","$2,320,649 ",752,"$2,320,649 ",25-Jun,Searchlight Pictures
106,After We Fell,"$2,170,750 ","1,294","$2,170,750 ",10-Sep,Vertical Entertainment
107,Queen Bees,"$1,926,706 ",600,"$1,926,706 ",11-Jun,Gravitas Ventures
108,The Father,"$1,852,442 ",933,"$2,122,771 ",26-Feb,Sony Pictures Classics
109,Show Me the Father,"$1,803,226 ","1,073","$1,803,226 ",10-Sep,Affirm Films
110,C'mon C'mon,"$1,793,749 ",569,"$1,863,674 ",19-Nov,A24
111,Profile,"$1,744,740 ","2,104","$1,744,740 ",14-May,Focus Features
112,Titane,"$1,442,988 ",562,"$1,442,988 ",1-Oct,Neon
113,Together Together,"$1,437,951 ",665,"$1,437,938 ",23-Apr,Bleecker Street Media
114,Joe Bell,"$1,405,488 ","1,094","$1,405,488 ",23-Jul,Roadside Attractions
115,Nomadland,"$1,393,000 ","1,200","$3,700,000 ",19-Feb,Searchlight Pictures
116,Pinocchio,"$1,342,880 ",824,"$1,831,718 ",25-Dec,Roadside Attractions
117,Pushpa: The Rise - Part 1,"$1,320,000 ",400,"$1,320,000 ",17-Dec,Hamsini Entertainment
118,Scott Pilgrim vs. the World,"$1,253,415 ",448,"$1,867,625 ",-,Universal Pictures
,10th Anniversary (2021 Re-release),,,,,
119,Wrong Turn,"$1,213,800 ",259,"$1,251,184 ",26-Jan,Saban Films
120,Honsla Rakh,"$1,196,000 ",100,"$1,800,000 ",15-Oct,-
121,God's Not Dead: We the People,"$1,170,367 ",565,"$1,170,367 ",4-Oct,Fathom Events
122,In the Earth,"$1,083,576 ",571,"$1,113,723 ",16-Apr,Neon
123,The Rescue,"$1,060,556 ",561,"$1,060,556 ",8-Oct,Greenwich Entertainment
124,Sword Art Online: Progressive - Aria of a Starless Night,"$1,050,000 ",840,"$1,050,000 ",3-Dec,FUNimation Entertainment
125,True to the Game 3,"$1,038,255 ",440,"$1,038,255 ",3-Dec,Faith Media Distribution
126,Long Weekend,"$1,018,532 ",821,"$1,018,532 ",12-Mar,Stage 6 Films
127,The Jesus Music,"$1,016,725 ",270,"$1,016,725 ",1-Oct,Lionsgate
128,Love Story,"$971,000 ",300,"$971,000 ",24-Sep,Sony Pictures Releasing
129,Come Play,"$970,450 ","2,183","$10,475,990 ",30-Oct,Focus Features
130,Little Eggs: An African Rescue,"$927,154 ",320,"$927,154 ",27-Aug,Pantelion Films
131,Witnesses,"$855,765 ",90,"$855,765 ",4-Jun,Purdie Distribution
132,Scoob!,"$850,000 ",-,"$2,188,425 ",21-May,Warner Bros.
133,The Alpinist,"$844,743 ",245,"$844,743 ",10-Sep,Roadside Attractions
134,Four Good Days,"$837,849 ",489,"$837,849 ",30-Apr,Vertical Entertainment
135,The Mauritanian,"$836,536 ",287,"$836,536 ",12-Feb,STX Entertainment
136,Lamb of God: The Concert Film,"$744,812 ",138,"$744,813 ",12-Mar,Excel Entertainment
137,Blue Bayou,"$738,175 ",487,"$788,675 ",17-Sep,Focus Features
138,French Exit,"$734,814 ",493,"$741,895 ",12-Feb,Sony Pictures Classics
139,L'Arracheuse de temps,"$719,853 ",72,"$750,623 ",19-Nov,Entertainment One
140,Nine Days,"$694,385 ",443,"$694,849 ",30-Jul,Sony Pictures Classics
141,Our Friend,"$657,351 ",818,"$663,725 ",22-Jan,Gravitas Ventures
142,Chal Mera Putt 3,"$644,000 ",90,"$644,000 ",1-Oct,Rhythm Boyz Entertainment
143,The Sparks Brothers,"$637,665 ",534,"$648,665 ",18-Jun,Focus Features
144,"If I Can't Have Love, I Want Power","$626,946 ",122,"$626,946 ",25-Aug,IMAX
145,Aline,"$587,156 ",72,"$667,815 ",26-Nov,Roadside Attractions
146,Werewolves Within,"$575,783 ",270,"$575,783 ",25-Jun,IFC Films
147,City of Lies,"$572,493 ",502,"$572,493 ",19-Mar,Saban Films
148,Anita,"$556,632 ",15,"$556,632 ",12-Nov,CMC Pictures
149,Courageous,"$504,855 ","1,023","$504,855 ",24-Sep,Affirm Films
,10th Anniversary Re-release,,,,,
150,The Truffle Hunters,"$491,402 ",105,"$521,202 ",5-Mar,Sony Pictures Classics
151,For the Love of Money,"$480,774 ",519,"$480,774 ",24-Nov,Freestyle Releasing
152,National Champions,"$475,488 ","1,197","$475,488 ",10-Dec,STX Entertainment
153,Jathi Ratnalu,"$470,000 ",130,"$470,000 ",12-Mar,Flyhigh Cinemas
154,Most Eligible Bachelor,"$470,000 ",195,"$470,000 ",15-Oct,-
155,Tenet,"$459,940 ","2,930","$58,504,105 ",3-Sep,Warner Bros.
156,World War Z,"$448,000 ",80,"$448,000 ",28-May,Paramount Pictures
,2021 Re-release,,,,,
157,The Lost Leonardo,"$445,019 ",217,"$445,740 ",13-Aug,Sony Pictures Classics
158,2021 Oscar Nominated Short Films: Live Action,"$443,050 ",184,"$443,050 ",2-Apr,Magnolia Pictures
159,Flag Day,"$424,667 ",196,"$424,667 ",20-Aug,United Artists Releasing
160,Willy's Wonderland,"$417,706 ",171,"$418,286 ",12-Feb,Screen Media Films
161,Top Gun,"$408,937 ",153,"$457,577 ",14-May,Paramount Pictures
,2021 Re-release,,,,,
162,Dutch,"$404,371 ",202,"$404,371 ",12-Mar,Faith Media Distribution
163,Ghostbusters,"$391,718 ",774,"$391,718 ",29-Oct,Sony Pictures Classics
,2021 Re-release,,,,,
164,The Metropolitan Opera HD Live: Mussorgsky: Boris Godunov,"$387,000 ",791,"$387,000 ",8-Oct,Fathom Events
165,Crisis,"$380,460 ",216,"$404,738 ",26-Feb,Quiver Distribution
166,Red Rocket,"$379,585 ",385,"$1,023,086 ",10-Dec,A24
167,Julia,"$375,817 ",288,"$399,811 ",12-Nov,Sony Pictures Classics
168,Ghost in the Shell,"$373,169 ",124,"$373,169 ",17-Sep,Lionsgate
,2021 4K Remaster,,,,,
169,The Dry,"$362,857 ",186,"$364,237 ",21-May,IFC Films
170,"Dad, I'm Sorry","$350,000 ",-,"$350,000 ",28-May,3388 Films
171,The Battle at Lake Changjin,"$342,318 ",20,"$342,411 ",19-Nov,CMC Pictures
172,The Emperor's New Groove,"$334,000 ",744,"$334,000 ",15-Jan,Walt Disney Studios Motion Pictures
,2021 Re-release,,,,,
173,Benedetta,"$332,257 ",201,"$354,481 ",3-Dec,IFC Films
174,Freaky,"$328,795 ","2,472","$9,030,855 ",13-Nov,Universal Pictures
175,Drive My Car,"$310,524 ",213,"$2,352,240 ",24-Nov,Janus Films
176,Final Account,"$308,976 ",308,"$308,976 ",21-May,Focus Features
177,The Water Man,"$304,602 ",311,"$383,234 ",7-May,RLJ Entertainment
178,New Order,"$303,556 ",236,"$303,556 ",21-May,Neon
179,India Sweets and Spices,"$288,714 ",343,"$288,714 ",19-Nov,Bleecker Street Media
180,Blithe Spirit,"$282,499 ",239,"$282,500 ",19-Feb,IFC Films
181,American Skin,"$282,332 ",72,"$282,332 ",15-Jan,Vertical Entertainment
182,I'm Your Man,"$275,155 ",122,"$275,155 ",24-Sep,Bleecker Street Media
183,Escape from Mogadishu,"$271,710 ",42,"$346,271 ",6-Aug,Well Go USA Entertainment
184,Raging Fire,"$270,275 ",59,"$385,305 ",13-Aug,Well Go USA Entertainment
185,A Mouthful of Air,"$269,435 ",816,"$269,435 ",29-Oct,Stage 6 Films
186,Rita Moreno: Just a Girl Who Decided to Go for It,"$264,626 ",227,"$264,626 ",18-Jun,Roadside Attractions
187,Weathering with You,"$257,893 ","1,020","$8,056,636 ",15-Jan,GKIDS
188,Once I Was Engaged,"$254,775 ",32,"$254,775 ",21-Jul,Excel Entertainment
189,Supernova,"$234,220 ",330,"$234,220 ",29-Jan,Bleecker Street Media
190,Becoming Cousteau,"$231,687 ",319,"$231,687 ",22-Oct,Picturehouse
191,Half Brothers,"$225,830 ","1,386","$2,241,980 ",4-Dec,Focus Features
192,Limbo,"$224,405 ",213,"$224,405 ",30-Apr,Focus Features
193,Promare,"$215,728 ",701,"$2,529,324 ",17-Sep,GKIDS
194,Together,"$214,390 ",250,"$214,390 ",27-Aug,Universal Pictures
195,The Swimming Pool,"$211,467 ",10,"$211,467 ",14-May,Rialto Distribution
,2021 Re-release,,,,,
196,Ailey,"$204,513 ",88,"$204,513 ",23-Jul,Neon
197,The Lady of Heaven,"$202,103 ",59,"$291,597 ",10-Dec,Universal Pictures International (UPI)
198,Groundhog Day,"$200,989 ",845,"$200,989 ",29-Jan,Sony Pictures Classics
,2021 Re-release,,,,,
199,The Resort,"$191,996 ",114,"$191,996 ",30-Apr,Vertical Entertainment
200,Kaamelott: First Installment,"$188,000 ",26,"$188,000 ",23-Jul,Paramount Pictures
Rank,,,,,,
Latest Updates: News | Daily | Weekend | All Time | International | Showdowns,,,,,,
Glossary | User Guide | License IMDb Data | Help,,,,,,
BoxOfficeMojo.com by IMDbPro - an IMDb company.,,,,,,
"© IMDb.com, Inc. or its affiliates. All rights reserved. Box Office Mojo and IMDb are trademarks or registered trademarks of IMDb.com, Inc. or its affiliates. Conditions of Use and Privacy Policy under which this service is provided to you.",,,,,,
