,,,,,,,,
DomesticInternationalWorldwideCalendarAll TimeShowdownsIndices,,,,,,,,
Daily,,,,,,,,
WeekendWeeklyMonthlyQuarterlyYearlySeasonsHolidays,,,,,,,,
Daily Box Office For 2026,,,,,,,,
Year,,,,,,,,
,,,,,,,,
2026,,,,,,,,
"Data as of Apr 24, 18:45 PDT",,,,,,,,
Date,Day,Day #,Top 10 Gross,%± YD,%± LW,Releases,#1 Release,Gross
7-Apr,Tuesday,97,"$24,221,981 ",-3%,73.50%,44,The Super Mario Galaxy Movie,"$14,791,095 "
6-Apr,Monday,96,"$24,969,200 ",-49.10%,175.70%,44,The Super Mario Galaxy Movie,"$16,832,580 "
5-Apr,Sunday,95,"$49,062,462 ",-33.90%,82.50%,45,The Super Mario Galaxy Movie,"$32,298,960 "
Easter Sunday,,,,,,,,
4-Apr,Saturday,94,"$74,171,610 ",4%,91.30%,46,The Super Mario Galaxy Movie,"$51,002,875 "
3-Apr,Friday,93,"$71,346,013 ",117.80%,168.60%,43,The Super Mario Galaxy Movie,"$48,401,505 "
2-Apr,Thursday,92,"$32,759,025 ",-21.60%,217.90%,46,The Super Mario Galaxy Movie,"$24,611,190 "
1-Apr,Wednesday,91,"$41,762,380 ",199.20%,260.60%,46,The Super Mario Galaxy Movie,"$34,502,265 "
31-Mar,Tuesday,90,"$13,959,996 ",54.20%,-17%,44,Project Hail Mary,"$7,975,692 "
30-Mar,Monday,89,"$9,055,106 ",-66.30%,-25.70%,45,Project Hail Mary,"$5,410,725 "
29-Mar,Sunday,88,"$26,888,533 ",-30.60%,-25.80%,46,Project Hail Mary,"$16,561,782 "
28-Mar,Saturday,87,"$38,771,557 ",46%,-21.90%,46,Project Hail Mary,"$22,826,584 "
27-Mar,Friday,86,"$26,564,756 ",157.80%,-49%,46,Project Hail Mary,"$14,673,486 "
26-Mar,Thursday,85,"$10,305,697 ",-11%,-4.90%,43,Project Hail Mary,"$6,136,592 "
25-Mar,Wednesday,84,"$11,582,702 ",-31.10%,30.40%,43,Project Hail Mary,"$6,748,726 "
24-Mar,Tuesday,83,"$16,809,235 ",38%,37.80%,42,Project Hail Mary,"$9,412,618 "
23-Mar,Monday,82,"$12,180,818 ",-66.40%,42%,44,Project Hail Mary,"$6,960,701 "
22-Mar,Sunday,81,"$36,249,830 ",-27%,76.60%,44,Project Hail Mary,"$20,417,159 "
21-Mar,Saturday,80,"$49,660,666 ",-4.70%,62.80%,43,Project Hail Mary,"$26,970,821 "
20-Mar,Friday,79,"$52,100,719 ",380.60%,99.90%,43,Project Hail Mary,"$33,118,027 "
19-Mar,Thursday,78,"$10,840,332 ",22.10%,82.90%,47,Dhurandhar: The Revenge,"$3,978,280 "
18-Mar,Wednesday,77,"$8,881,859 ",-27.20%,42.40%,49,Hoppers,"$3,583,296 "
17-Mar,Tuesday,76,"$12,202,065 ",42.20%,32%,48,Hoppers,"$5,190,508 "
16-Mar,Monday,75,"$8,578,122 ",-58.20%,43.30%,47,Hoppers,"$3,656,348 "
15-Mar,Sunday,74,"$20,522,661 ",-32.70%,-14.20%,47,Hoppers,"$8,922,264 "
14-Mar,Saturday,73,"$30,503,129 ",17.10%,-18.10%,47,Hoppers,"$12,513,955 "
13-Mar,Friday,72,"$26,057,000 ",339.70%,-1.30%,47,Reminders of Him,"$8,108,715 "
12-Mar,Thursday,71,"$5,926,674 ",-5%,24.70%,42,Hoppers,"$2,890,921 "
11-Mar,Wednesday,70,"$6,239,345 ",-32.50%,8.40%,42,Hoppers,"$2,880,182 "
10-Mar,Tuesday,69,"$9,245,489 ",54.50%,-0.90%,42,Hoppers,"$4,469,034 "
9-Mar,Monday,68,"$5,984,826 ",-75%,-5.40%,45,Hoppers,"$2,710,962 "
8-Mar,Sunday,67,"$23,912,764 ",-35.80%,0.30%,44,Hoppers,"$12,945,148 "
7-Mar,Saturday,66,"$37,253,136 ",41.10%,-2.10%,44,Hoppers,"$18,864,597 "
6-Mar,Friday,65,"$26,399,959 ",455.30%,-35.50%,42,Hoppers,"$13,540,056 "
5-Mar,Thursday,64,"$4,754,532 ",-17.40%,18.10%,47,Scream 7,"$2,122,171 "
4-Mar,Wednesday,63,"$5,754,742 ",-38.30%,25.80%,47,Scream 7,"$2,572,746 "
3-Mar,Tuesday,62,"$9,325,286 ",47.50%,24.50%,47,Scream 7,"$4,395,844 "
2-Mar,Monday,61,"$6,323,269 ",-73.50%,45%,47,Scream 7,"$3,368,227 "
1-Mar,Sunday,60,"$23,852,569 ",-37.30%,50.90%,52,Scream 7,"$12,607,979 "
28-Feb,Saturday,59,"$38,049,085 ",-7%,46%,51,Scream 7,"$21,655,431 "
27-Feb,Friday,58,"$40,918,249 ",916.60%,104%,52,Scream 7,"$29,351,762 "
26-Feb,Thursday,57,"$4,024,987 ",-12%,-40.10%,53,Wuthering Heights,"$1,118,547 "
25-Feb,Wednesday,56,"$4,573,351 ",-38.90%,-33.90%,52,Wuthering Heights,"$1,304,543 "
24-Feb,Tuesday,55,"$7,490,555 ",71.80%,-31.60%,53,Wuthering Heights,"$1,980,061 "
23-Feb,Monday,54,"$4,359,956 ",-72.40%,-77.80%,53,Wuthering Heights,"$1,177,554 "
22-Feb,Sunday,53,"$15,802,239 ",-39.40%,-44.10%,55,GOAT,"$4,961,563 "
21-Feb,Saturday,52,"$26,057,981 ",29.90%,-46.60%,55,GOAT,"$8,031,150 "
20-Feb,Friday,51,"$20,062,376 ",198.30%,-31.10%,56,Wuthering Heights,"$4,680,012 "
19-Feb,Thursday,50,"$6,724,558 ",-2.80%,121.40%,50,Wuthering Heights,"$2,410,187 "
18-Feb,Wednesday,49,"$6,917,009 ",-36.80%,79.20%,50,Wuthering Heights,"$2,398,743 "
17-Feb,Tuesday,48,"$10,947,079 ",-44.20%,84.10%,51,Wuthering Heights,"$3,501,448 "
16-Feb,Monday,47,"$19,625,550 ",-16.50%,-8.30%,55,GOAT,"$7,915,756 "
Presidents' Day,,,,,,,,
15-Feb,Sunday,46,"$28,243,884 ",-42.10%,264.60%,54,GOAT,"$8,303,784 "
14-Feb,Saturday,45,"$48,795,416 ",67.50%,121.70%,54,Wuthering Heights,"$14,000,897 "
13-Feb,Friday,44,"$29,126,780 ",859%,58.20%,55,Wuthering Heights,"$10,800,619 "
12-Feb,Thursday,43,"$3,037,332 ",-21.30%,-27.60%,48,Send Help,"$748,328 "
11-Feb,Wednesday,42,"$3,859,823 ",-35.10%,-18.30%,49,Send Help,"$928,525 "
10-Feb,Tuesday,41,"$5,945,093 ",37.60%,-34.80%,47,Send Help,"$1,453,400 "
9-Feb,Monday,40,"$4,320,679 ",-44.20%,-7.60%,49,Send Help,"$914,465 "
8-Feb,Sunday,39,"$7,745,572 ",-64.80%,-58.30%,53,Send Help,"$1,426,305 "
7-Feb,Saturday,38,"$22,009,749 ",19.50%,-21.30%,51,Send Help,"$4,714,821 "
6-Feb,Friday,37,"$18,416,621 ",339.30%,-31.90%,51,Solo Mio,"$3,229,877 "
5-Feb,Thursday,36,"$4,192,717 ",-11.30%,22%,45,Send Help,"$1,332,460 "
4-Feb,Wednesday,35,"$4,726,881 ",-48.10%,13.40%,43,Send Help,"$1,464,197 "
3-Feb,Tuesday,34,"$9,114,863 ",94.90%,50.60%,44,Send Help,"$2,499,011 "
2-Feb,Monday,33,"$4,675,802 ",-74.80%,22.60%,46,Send Help,"$1,441,781 "
1-Feb,Sunday,32,"$18,581,997 ",-33.60%,92.90%,46,Send Help,"$4,717,932 "
31-Jan,Saturday,31,"$27,966,079 ",3.40%,51.40%,48,Send Help,"$7,111,352 "
30-Jan,Friday,30,"$27,052,541 ",686.90%,65%,48,Iron Lung,"$9,000,000 "
29-Jan,Thursday,29,"$3,438,005 ",-17.50%,-17.70%,47,Mercy,"$614,173 "
28-Jan,Wednesday,28,"$4,168,736 ",-31.10%,-13.80%,45,Mercy,"$877,641 "
27-Jan,Tuesday,27,"$6,051,957 ",58.70%,-17.70%,49,Mercy,"$1,515,783 "
26-Jan,Monday,26,"$3,813,826 ",-60.40%,-76.80%,45,Mercy,"$861,044 "
25-Jan,Sunday,25,"$9,630,716 ",-47.90%,-58.60%,50,Mercy,"$1,816,034 "
24-Jan,Saturday,24,"$18,475,199 ",12.70%,-32.30%,49,Mercy,"$3,987,768 "
23-Jan,Friday,23,"$16,400,144 ",292.60%,-25.40%,48,Mercy,"$5,005,376 "
22-Jan,Thursday,22,"$4,177,668 ",-13.60%,-33.90%,41,Avatar: Fire and Ash,"$802,830 "
21-Jan,Wednesday,21,"$4,837,074 ",-34.20%,-31.70%,39,Avatar: Fire and Ash,"$1,012,647 "
20-Jan,Tuesday,20,"$7,356,004 ",-55.20%,-30.90%,38,Avatar: Fire and Ash,"$1,536,220 "
19-Jan,Monday,19,"$16,416,598 ",-29.50%,153%,45,Zootopia 2,"$3,664,528 "
MLK Day,,,,,,,,
18-Jan,Sunday,18,"$23,278,375 ",-14.70%,1.40%,45,Avatar: Fire and Ash,"$5,310,230 "
17-Jan,Saturday,17,"$27,302,414 ",24.20%,-26.70%,44,Avatar: Fire and Ash,"$5,988,962 "
16-Jan,Friday,16,"$21,988,655 ",247.80%,-10%,41,28 Years Later: The Bone Temple,"$5,596,864 "
15-Jan,Thursday,15,"$6,322,678 ",-10.70%,-23.60%,38,Avatar: Fire and Ash,"$1,481,101 "
14-Jan,Wednesday,14,"$7,084,087 ",-33.50%,-27.40%,37,Avatar: Fire and Ash,"$1,728,662 "
13-Jan,Tuesday,13,"$10,644,874 ",64.10%,-25.50%,37,Avatar: Fire and Ash,"$2,567,765 "
12-Jan,Monday,12,"$6,487,724 ",-71.70%,-46.40%,38,Avatar: Fire and Ash,"$1,640,012 "
11-Jan,Sunday,11,"$22,960,132 ",-38.30%,-28%,39,Avatar: Fire and Ash,"$6,497,780 "
10-Jan,Saturday,10,"$37,228,758 ",52.30%,-24.50%,39,Avatar: Fire and Ash,"$9,923,065 "
9-Jan,Friday,9,"$24,444,540 ",195.50%,-46.20%,39,Avatar: Fire and Ash,"$5,081,427 "
8-Jan,Thursday,8,"$8,272,911 ",-15.20%,-82.30%,35,Avatar: Fire and Ash,"$2,541,443 "
7-Jan,Wednesday,7,"$9,756,139 ",-31.70%,-64.60%,34,Avatar: Fire and Ash,"$2,887,228 "
6-Jan,Tuesday,6,"$14,289,278 ",18.10%,-68.10%,34,Avatar: Fire and Ash,"$4,529,556 "
5-Jan,Monday,5,"$12,103,615 ",-62.10%,-65.90%,35,Avatar: Fire and Ash,"$3,655,199 "
4-Jan,Sunday,4,"$31,908,123 ",-35.30%,-34.70%,36,Avatar: Fire and Ash,"$11,048,150 "
3-Jan,Saturday,3,"$49,313,674 ",8.50%,-18.50%,35,Avatar: Fire and Ash,"$16,336,950 "
2-Jan,Friday,2,"$45,439,292 ",-2.60%,-26.20%,35,Avatar: Fire and Ash,"$14,034,307 "
1-Jan,Thursday,1,"$46,662,609 ",13%,-11.30%,34,Avatar: Fire and Ash,"$15,903,826 "
New Year's Day,,,,,,,,
Date,,,,,,,,
Latest Updates: News | Daily | Weekend | All Time | International | Showdowns,,,,,,,,
Glossary | User Guide | License IMDb Data | Help,,,,,,,,
BoxOfficeMojo.com by IMDbPro - an IMDb company.,,,,,,,,
"© IMDb.com, Inc. or its affiliates. All rights reserved. Box Office Mojo and IMDb are trademarks or registered trademarks of IMDb.com, Inc. or its affiliates. Conditions of Use and Privacy Policy under which this service is provided to you.",,,,,,,,
