,,,,,,
DomesticInternationalWorldwideCalendarAll TimeShowdownsIndices,,,,,,
DailyWeekendWeeklyMonthlyQuarterly,,,,,,
Yearly,,,,,,
SeasonsHolidays,,,,,,
Domestic Box Office For 2018,,,,,,
2018,,,,,,
,,,,,,
Calendar grosses,,,,,,
Rank,Release,Gross,Theaters,Total Gross,Release Date,Distributor
27,Peter Rabbit,"$115,253,424 ","3,725","$115,253,424 ",9-Feb,Sony Pictures Releasing
28,Creed II,"$112,448,520 ","3,752","$115,715,889 ",21-Nov,Metro-Goldwyn-Mayer (MGM)
29,Spider-Man: Into the Spider-Verse,"$108,146,445 ","3,813","$190,241,310 ",14-Dec,Sony Pictures Releasing
30,Mary Poppins Returns,"$105,930,461 ","4,090","$171,958,438 ",19-Dec,Walt Disney Studios Motion Pictures
31,Star Wars: Episode VIII - The Last Jedi,"$102,963,014 ","4,232","$620,181,382 ",15-Dec,Walt Disney Studios Motion Pictures
32,The Equalizer 2,"$102,084,362 ","3,388","$102,084,362 ",20-Jul,Sony Pictures Releasing
33,Rampage,"$101,028,233 ","4,115","$101,028,233 ",13-Apr,Warner Bros.
34,A Wrinkle in Time,"$100,478,608 ","3,980","$100,478,608 ",9-Mar,Walt Disney Studios Motion Pictures
35,Fifty Shades Freed,"$100,407,760 ","3,768","$100,407,760 ",9-Feb,Universal Pictures
36,Christopher Robin,"$99,215,042 ","3,602","$99,215,042 ",3-Aug,Walt Disney Studios Motion Pictures
37,I Can Only Imagine,"$83,482,352 ","2,894","$83,482,352 ",16-Mar,Roadside Attractions
38,Smallfoot,"$82,976,621 ","4,131","$83,240,103 ",28-Sep,Warner Bros.
39,The Post,"$80,143,337 ","2,851","$81,903,458 ",22-Dec,20th Century Fox
40,Night School,"$77,316,580 ","3,019","$77,339,130 ",28-Sep,Universal Pictures
41,Bumblebee,"$71,426,119 ","3,597","$127,195,589 ",21-Dec,Paramount Pictures
42,The First Purge,"$69,488,745 ","3,038","$69,488,745 ",4-Jul,Universal Pictures
43,Game Night,"$69,179,066 ","3,502","$69,179,066 ",23-Feb,Warner Bros.
44,Book Club,"$68,566,296 ","3,169","$68,566,296 ",18-May,Paramount Pictures
45,The House with a Clock in Its Walls,"$68,536,400 ","3,592","$68,549,695 ",21-Sep,Universal Pictures
46,Skyscraper,"$68,420,120 ","3,822","$68,420,120 ",13-Jul,Universal Pictures
47,Insidious: The Last Key,"$67,745,330 ","3,150","$67,745,330 ",5-Jan,Universal Pictures
48,Instant Family,"$64,845,006 ","3,426","$67,363,237 ",16-Nov,Paramount Pictures
49,The Mule,"$64,720,334 ","3,329","$103,804,407 ",14-Dec,Warner Bros.
50,Blockers,"$60,311,495 ","3,418","$60,311,495 ",6-Apr,Universal Pictures
51,Pacific Rim: Uprising,"$59,874,525 ","3,708","$59,874,525 ",23-Mar,Universal Pictures
52,Tomb Raider,"$58,250,803 ","3,854","$58,250,803 ",16-Mar,Warner Bros.
53,Maze Runner: The Death Cure,"$58,032,443 ","3,793","$58,032,443 ",26-Jan,20th Century Fox
54,Tag,"$54,730,625 ","3,382","$54,730,625 ",15-Jun,Warner Bros.
55,The Nutcracker and the Four Realms,"$54,581,769 ","3,766","$54,858,851 ",2-Nov,Walt Disney Studios Motion Pictures
56,A Simple Favor,"$53,548,586 ","3,102","$53,548,586 ",14-Sep,Lionsgate
57,Life of the Party,"$53,059,911 ","3,656","$53,059,911 ",11-May,Warner Bros.
58,The Predator,"$51,024,708 ","4,070","$51,024,708 ",14-Sep,20th Century Fox
59,Overboard,"$50,316,123 ","2,006","$50,316,123 ",4-May,Pantelion Films
60,Sicario: Day of the Soldado,"$50,072,235 ","3,055","$50,072,235 ",29-Jun,Sony Pictures Releasing
61,I Feel Pretty,"$48,795,601 ","3,440","$48,795,601 ",20-Apr,STX Entertainment
62,BlacKkKlansman,"$48,271,960 ","1,914","$49,275,340 ",10-Aug,Focus Features
63,The Shape of Water,"$48,189,258 ","2,341","$63,859,435 ",1-Dec,Fox Searchlight Pictures
64,Red Sparrow,"$46,874,505 ","3,064","$46,874,505 ",2-Mar,20th Century Fox
65,Breaking In,"$46,840,590 ","2,537","$46,840,590 ",11-May,Universal Pictures
66,Goosebumps 2: Haunted Halloween,"$46,700,633 ","3,723","$46,700,633 ",12-Oct,Sony Pictures Releasing
67,12 Strong,"$45,819,713 ","3,018","$45,819,713 ",19-Jan,Warner Bros.
68,Den of Thieves,"$44,947,622 ","2,432","$44,947,622 ",19-Jan,STX Entertainment
69,First Man,"$44,923,035 ","3,640","$44,936,545 ",12-Oct,Universal Pictures
70,Hereditary,"$44,069,456 ","2,998","$44,069,456 ",8-Jun,A24
71,Acrimony,"$43,549,096 ","2,006","$43,549,096 ",30-Mar,Lionsgate
72,Sherlock Gnomes,"$43,242,871 ","3,662","$43,242,871 ",23-Mar,Paramount Pictures
73,Uncle Drew,"$42,469,946 ","2,742","$42,469,946 ",29-Jun,Lionsgate
74,Widows,"$41,904,173 ","2,803","$42,402,632 ",16-Nov,20th Century Fox
75,Pitch Perfect 3,"$41,596,925 ","3,468","$104,897,530 ",22-Dec,Universal Pictures
76,Truth or Dare,"$41,411,015 ","3,068","$41,411,015 ",13-Apr,Universal Pictures
77,Paddington 2,"$40,891,591 ","3,702","$40,891,591 ",12-Jan,Warner Bros.
78,"Love, Simon","$40,826,341 ","2,434","$40,826,341 ",16-Mar,20th Century Fox
79,Darkest Hour,"$38,335,553 ","1,733","$56,468,410 ",22-Nov,Focus Features
80,The Commuter,"$36,343,858 ","2,892","$36,343,858 ",12-Jan,Lionsgate
81,The 15:17 to Paris,"$36,276,286 ","3,042","$36,276,286 ",9-Feb,Warner Bros.
82,Mile 22,"$36,108,758 ","3,520","$36,108,758 ",17-Aug,STX Entertainment
83,Alpha,"$35,857,181 ","2,881","$35,857,181 ",17-Aug,Studio 8
84,Peppermint,"$35,418,723 ","2,980","$35,418,723 ",7-Sep,STX Entertainment
85,Death Wish,"$34,017,028 ","2,882","$34,017,028 ",2-Mar,Metro-Goldwyn-Mayer (MGM)
86,The Spy Who Dumped Me,"$33,562,069 ","3,111","$33,562,069 ",3-Aug,Lionsgate
87,Annihilation,"$32,732,301 ","2,112","$32,732,301 ",23-Feb,Paramount Pictures
88,Green Book,"$32,153,006 ","2,648","$85,080,171 ",16-Nov,Universal Pictures
89,Isle of Dogs,"$32,015,231 ","1,947","$32,015,231 ",23-Mar,Fox Searchlight Pictures
90,Nobody's Fool,"$31,713,110 ","2,468","$31,713,110 ",2-Nov,Paramount Pictures
91,Adrift,"$31,445,012 ","3,015","$31,445,012 ",1-Jun,STX Entertainment
92,Ferdinand,"$30,863,663 ","3,630","$84,410,380 ",15-Dec,20th Century Fox
93,Robin Hood,"$30,645,013 ","2,827","$30,824,628 ",21-Nov,Lionsgate
94,Super Troopers 2,"$30,617,396 ","2,125","$30,617,396 ",20-Apr,20th Century Fox
95,Slender Man,"$30,569,484 ","2,358","$30,569,484 ",10-Aug,Screen Gems
96,"Three Billboards Outside Ebbing, Missouri","$30,349,111 ","1,726","$54,513,740 ",10-Nov,Fox Searchlight Pictures
97,Coco,"$29,891,816 ","3,987","$210,460,015 ",22-Nov,Walt Disney Studios Motion Pictures
98,Teen Titans GO! To the Movies,"$29,790,236 ","3,188","$29,790,236 ",27-Jul,Warner Bros.
99,Hostiles,"$29,733,369 ","2,934","$29,819,114 ",22-Dec,Entertainment Studios Motion Pictures
100,The Hate U Give,"$29,666,375 ","2,375","$29,719,483 ",5-Oct,20th Century Fox
101,"I, Tonya","$27,581,081 ","1,450","$30,014,539 ",8-Dec,Neon
102,Searching,"$26,020,957 ","2,009","$26,020,957 ",24-Aug,Screen Gems
103,Winchester,"$25,091,816 ","2,480","$25,091,816 ",2-Feb,Lionsgate
104,The Strangers: Prey at Night,"$24,586,708 ","2,464","$24,586,708 ",9-Mar,Aviron Pictures
105,White Boy Rick,"$24,011,188 ","2,504","$24,011,188 ",14-Sep,Studio 8
106,Second Act,"$23,544,942 ","2,607","$39,282,227 ",21-Dec,STX Entertainment
107,Molly's Game,"$23,403,264 ","1,708","$28,780,744 ",25-Dec,STX Entertainment
108,Won't You Be My Neighbor?,"$22,835,787 ",893,"$22,835,787 ",8-Jun,Focus Features
109,Overlord,"$21,704,844 ","2,859","$21,704,844 ",9-Nov,Paramount Pictures
110,Holmes & Watson,"$21,249,250 ","2,780","$30,573,626 ",25-Dec,Sony Pictures Releasing
111,Proud Mary,"$20,877,013 ","2,125","$20,877,013 ",12-Jan,Screen Gems
112,The Happytime Murders,"$20,706,452 ","3,256","$20,706,452 ",24-Aug,STX Entertainment
113,Phantom Thread,"$20,670,365 ","1,186","$21,198,205 ",25-Dec,Focus Features
114,SuperFly,"$20,545,116 ","2,220","$20,545,116 ",13-Jun,Sony Pictures Releasing
115,Vice,"$19,776,167 ","2,534","$47,836,282 ",25-Dec,Annapurna Pictures
116,Show Dogs,"$17,857,020 ","3,212","$17,857,020 ",18-May,Global Road Entertainment
117,Bad Times at the El Royale,"$17,839,115 ","2,808","$17,839,115 ",12-Oct,20th Century Fox
118,Operation Finale,"$17,612,099 ","1,818","$17,612,099 ",29-Aug,Metro-Goldwyn-Mayer (MGM)
119,"Paul, Apostle of Christ","$17,560,475 ","1,473","$17,560,475 ",23-Mar,Affirm Films
120,Lady Bird,"$17,525,810 ","1,557","$48,958,273 ",3-Nov,A24
121,Sorry to Bother You,"$17,493,096 ","1,050","$17,493,096 ",6-Jul,Annapurna Pictures
122,Chappaquiddick,"$17,395,520 ","1,645","$17,395,520 ",6-Apr,Entertainment Studios Motion Pictures
123,Forever My Girl,"$16,376,066 ","1,427","$16,376,066 ",19-Jan,Roadside Attractions
124,The Favourite,"$15,888,465 ","1,554","$34,366,783 ",23-Nov,Fox Searchlight Pictures
125,Hunter Killer,"$15,767,460 ","2,728","$15,767,460 ",26-Oct,Lionsgate
126,Mortal Engines,"$14,894,175 ","3,103","$15,951,040 ",14-Dec,Universal Pictures
127,The Girl in the Spider's Web,"$14,841,338 ","2,929","$14,841,338 ",9-Nov,Sony Pictures Releasing
128,The Possession of Hannah Grace,"$14,622,210 ","2,298","$14,837,422 ",30-Nov,Screen Gems
129,RBG,"$14,017,361 ",432,"$14,017,361 ",4-May,Magnolia Pictures
130,Eighth Grade,"$13,539,709 ","1,084","$13,539,709 ",13-Jul,A24
131,Call Me by Your Name,"$13,020,786 ",914,"$18,095,701 ",24-Nov,Sony Pictures Classics
132,The Darkest Minds,"$12,695,691 ","3,127","$12,695,691 ",3-Aug,20th Century Fox
133,All the Money in the World,"$12,401,327 ","2,123","$25,113,707 ",25-Dec,TriStar Pictures
134,Three Identical Strangers,"$12,320,845 ",433,"$12,320,845 ",29-Jun,Neon
135,Upgrade,"$11,977,130 ","1,458","$11,977,130 ",1-Jun,BH Tilt
136,Padmaavat,"$11,846,060 ",354,"$11,846,060 ",25-Jan,Viva Pictures
137,Free Solo,"$11,240,573 ",483,"$17,541,090 ",28-Sep,National Geographic Entertainment
138,The Old Man & the Gun,"$11,197,012 ","1,042","$11,277,120 ",28-Sep,Fox Searchlight Pictures
139,Hell Fest,"$11,107,431 ","2,297","$11,107,431 ",28-Sep,Lionsgate
140,Wonder,"$10,863,515 ","3,519","$132,422,809 ",17-Nov,Lionsgate
141,The Miracle Season,"$10,230,620 ","1,707","$10,230,620 ",6-Apr,LD Entertainment
142,Mary Queen of Scots,"$9,726,230 ","1,052","$16,468,499 ",7-Dec,Focus Features
143,Midnight Sun,"$9,561,064 ","2,173","$9,561,064 ",23-Mar,Global Road Entertainment
144,Tully,"$9,369,755 ","1,356","$9,369,755 ",4-May,Focus Features
145,Traffik,"$9,186,156 ","1,046","$9,186,156 ",20-Apr,Lionsgate
146,Unfriended: Dark Web,"$8,866,745 ","1,547","$8,866,745 ",20-Jul,BH Tilt
147,Welcome to Marwen,"$8,357,895 ","1,911","$10,763,520 ",21-Dec,Universal Pictures
148,Early Man,"$8,267,544 ","2,494","$8,267,544 ",16-Feb,Lionsgate
149,The Wife,"$8,198,156 ",541,"$9,601,092 ",17-Aug,Sony Pictures Classics
150,The Death of Stalin,"$8,047,856 ",548,"$8,047,856 ",9-Mar,IFC Films
151,They Shall Not Grow Old,"$8,031,290 ","1,335","$17,956,913 ",17-Dec,Warner Bros.
152,Sanju,"$7,909,317 ",359,"$7,909,317 ",29-Jun,FIP
153,Unsane,"$7,732,899 ","2,023","$7,732,899 ",23-Mar,Bleecker Street Media
154,Beautiful Boy,"$7,587,613 ",776,"$7,649,973 ",12-Oct,Amazon Studios
155,Can You Ever Forgive Me?,"$7,530,304 ",555,"$8,803,865 ",19-Oct,Fox Searchlight Pictures
156,Mid90s,"$7,362,439 ","1,206","$7,362,439 ",19-Oct,A24
157,Downsizing,"$7,289,080 ","2,668","$24,449,754 ",22-Dec,Paramount Pictures
158,Dog Days,"$6,809,080 ","2,442","$6,809,080 ",8-Aug,LD Entertainment
159,Boy Erased,"$6,774,202 ",672,"$6,788,692 ",2-Nov,Focus Features
160,Hotel Artemis,"$6,708,147 ","2,407","$6,708,147 ",8-Jun,Global Road Entertainment
161,A-X-L,"$6,501,381 ","1,710","$6,501,381 ",24-Aug,Global Road Entertainment
162,Fahrenheit 11/9,"$6,352,306 ","1,719","$6,352,306 ",21-Sep,Briarcliff Entertainment
163,Unbroken: Path to Redemption,"$6,216,897 ","1,620","$6,216,897 ",14-Sep,Pure Flix Entertainment
164,The Hurricane Heist,"$6,115,825 ","2,402","$6,115,825 ",9-Mar,Entertainment Studios Motion Pictures
165,Every Day,"$6,102,076 ","1,669","$6,102,076 ",23-Feb,Orion Pictures
166,Leave No Trace,"$6,046,104 ",361,"$6,046,104 ",29-Jun,Bleecker Street Media
167,Once Upon a Deadpool,"$6,016,007 ","1,566","$6,100,309 ",12-Dec,20th Century Fox
,2018 Re-release,,,,,
168,Death of a Nation,"$5,885,881 ","1,005","$5,885,881 ",3-Aug,Pure Flix / Quality Flix
169,Pandas,"$5,757,906 ",35,"$7,574,012 ",6-Apr,Warner Bros.
170,My Hero Academia: Two Heroes,"$5,754,556 ",535,"$5,754,556 ",25-Sep,FUNimation Entertainment
171,God's Not Dead: A Light in Darkness,"$5,728,940 ","1,693","$5,728,940 ",30-Mar,Pure Flix Entertainment
172,Kin,"$5,718,096 ","2,141","$5,718,096 ",31-Aug,Lionsgate
173,Colette,"$5,137,622 ",593,"$5,137,622 ",21-Sep,Bleecker Street Media
174,Action Point,"$5,059,608 ","2,032","$5,059,608 ",1-Jun,Paramount Pictures
175,Beirut,"$5,019,226 ",755,"$5,019,226 ",11-Apr,Bleecker Street Media
176,Gringo,"$4,969,853 ","2,404","$4,969,853 ",9-Mar,STX Entertainment
177,Samson,"$4,719,928 ","1,249","$4,719,928 ",16-Feb,Pure Flix Entertainment
178,Father Figures,"$4,615,957 ","2,902","$17,501,244 ",22-Dec,Warner Bros.
179,Johnny English Strikes Again,"$4,412,170 ",552,"$4,412,170 ",26-Oct,Universal Pictures
180,Gotti,"$4,343,227 ",503,"$4,343,227 ",15-Jun,Vertical Entertainment
181,Blindspotting,"$4,333,394 ",523,"$4,333,394 ",20-Jul,Lionsgate
182,Burn the Stage: The Movie,"$4,201,819 ",645,"$4,201,819 ",15-Nov,Trafalgar Releasing
183,Ya veremos,"$4,165,949 ",369,"$4,165,949 ",31-Aug,Pantelion Films
184,Life Itself,"$4,102,648 ","2,609","$4,102,648 ",21-Sep,Amazon Studios
185,Sgt. Stubby: An American Hero,"$4,015,323 ","1,633","$4,015,935 ",13-Apr,Fun Academy Media Group
186,Thor: Ragnarok,"$3,833,139 ","4,080","$315,058,289 ",3-Nov,Walt Disney Studios Motion Pictures
187,Gosnell: The Trial of America's Biggest Serial Killer,"$3,679,893 ",673,"$3,679,893 ",12-Oct,GVN Releasing
188,Indivisible,"$3,509,836 ",830,"$3,511,417 ",26-Oct,Pure Flix Entertainment
189,The Oscar Nominated Short Films 2018: Live Action,"$3,508,777 ",272,"$3,508,777 ",9-Feb,Shorts International
190,Disobedience,"$3,498,782 ",247,"$3,498,782 ",27-Apr,Bleecker Street Media
191,Justice League,"$3,478,000 ","4,051","$229,024,295 ",17-Nov,Warner Bros.
192,First Reformed,"$3,448,256 ",334,"$3,448,256 ",18-May,A24
193,"Juliet, Naked","$3,444,895 ",467,"$3,444,895 ",17-Aug,Roadside Attractions
194,Bad Samaritan,"$3,435,047 ","2,007","$3,435,047 ",4-May,Electric Entertainment
195,7 Days in Entebbe,"$3,326,885 ",838,"$3,326,885 ",16-Mar,Focus Features
196,The Disaster Artist,"$3,258,821 ","1,010","$21,120,616 ",1-Dec,A24
197,2001: A Space Odyssey,"$3,236,321 ",13,"$3,236,321 ",18-May,Warner Bros.
,2018 Re-release,,,,,
198,2,"$3,222,000 ",314,"$4,152,000 ",30-Nov,-
199,The Leisure Seeker,"$3,212,298 ",353,"$3,226,443 ",15-Dec,Sony Pictures Classics
200,The Sisters Brothers,"$3,143,056 ","1,141","$3,143,056 ",21-Sep,Annapurna Pictures
Rank,,,,,,
Latest Updates: News | Daily | Weekend | All Time | International | Showdowns,,,,,,
Glossary | User Guide | License IMDb Data | Help,,,,,,
BoxOfficeMojo.com by IMDbPro - an IMDb company.,,,,,,
"© IMDb.com, Inc. or its affiliates. All rights reserved. Box Office Mojo and IMDb are trademarks or registered trademarks of IMDb.com, Inc. or its affiliates. Conditions of Use and Privacy Policy under which this service is provided to you.",,,,,,
