,,,,,,,,
DomesticInternationalWorldwideCalendarAll TimeShowdownsIndices,,,,,,,,
Daily,,,,,,,,
WeekendWeeklyMonthlyQuarterlyYearlySeasonsHolidays,,,,,,,,
Daily Box Office For 2015,,,,,,,,
Year,,,,,,,,
,,,,,,,,
2015,,,,,,,,
"Data as of Apr 24, 18:45 PDT",,,,,,,,
Date,Day,Day #,Top 10 Gross,%± YD,%± LW,Releases,#1 Release,Gross
21-Oct,Wednesday,294,"$8,366,993 ",-13.30%,15.80%,41,Back To The Future Day,"$1,650,000 "
,,,,,,,Triple Bill,
20-Oct,Tuesday,293,"$9,652,049 ",28.10%,-0.30%,41,The Martian,"$2,100,170 "
19-Oct,Monday,292,"$7,532,512 ",-73.80%,-51.20%,40,The Martian,"$1,594,290 "
18-Oct,Sunday,291,"$28,721,983 ",-36.80%,-5%,40,Goosebumps,"$6,506,400 "
17-Oct,Saturday,290,"$45,477,674 ",31.40%,0.60%,40,Goosebumps,"$9,766,066 "
16-Oct,Friday,289,"$34,606,278 ",392.20%,10.30%,40,Goosebumps,"$7,346,090 "
15-Oct,Thursday,288,"$7,031,629 ",-2.70%,-21.60%,43,The Martian,"$2,590,610 "
14-Oct,Wednesday,287,"$7,225,933 ",-25.40%,-18.20%,43,The Martian,"$2,634,337 "
13-Oct,Tuesday,286,"$9,682,578 ",-37.30%,-23.80%,42,The Martian,"$3,454,333 "
12-Oct,Monday,285,"$15,443,053 ",-18.50%,45.30%,43,The Martian,"$4,900,783 "
Indig. Peoples' Day,,,,,,,,
11-Oct,Sunday,284,"$30,237,688 ",-33.10%,-18.70%,51,The Martian,"$10,398,160 "
10-Oct,Saturday,283,"$45,194,236 ",44.10%,-25.80%,51,The Martian,"$15,877,535 "
9-Oct,Friday,282,"$31,372,765 ",249.90%,-24.80%,51,The Martian,"$10,729,571 "
8-Oct,Thursday,281,"$8,966,834 ",1.40%,27.70%,48,The Martian,"$3,801,813 "
7-Oct,Wednesday,280,"$8,838,821 ",-30.40%,8.40%,47,The Martian,"$3,741,530 "
6-Oct,Tuesday,279,"$12,699,806 ",28.70%,8.70%,46,The Martian,"$5,457,240 "
5-Oct,Monday,278,"$9,871,170 ",-73.50%,16%,47,The Martian,"$4,401,171 "
4-Oct,Sunday,277,"$37,201,311 ",-38.90%,12.20%,54,The Martian,"$13,911,129 "
3-Oct,Saturday,276,"$60,931,961 ",46.10%,11.70%,56,The Martian,"$22,251,765 "
2-Oct,Friday,275,"$41,701,074 ",493.70%,9.80%,56,The Martian,"$18,145,681 "
1-Oct,Thursday,274,"$7,023,605 ",-13.80%,10.90%,49,Hotel Transylvania 2,"$1,787,821 "
30-Sep,Wednesday,273,"$8,151,046 ",-30.20%,13%,49,Hotel Transylvania 2,"$1,974,312 "
29-Sep,Tuesday,272,"$11,681,420 ",37.20%,19.20%,47,Hotel Transylvania 2,"$2,976,332 "
28-Sep,Monday,271,"$8,512,100 ",-74.30%,19.20%,47,Hotel Transylvania 2,"$2,338,978 "
27-Sep,Sunday,270,"$33,148,353 ",-39.20%,45%,50,Hotel Transylvania 2,"$14,387,467 "
26-Sep,Saturday,269,"$54,545,591 ",43.60%,35.90%,50,Hotel Transylvania 2,"$20,751,428 "
25-Sep,Friday,268,"$37,973,934 ",499.70%,14.20%,50,Hotel Transylvania 2,"$13,325,427 "
24-Sep,Thursday,267,"$6,332,379 ",-12.20%,41.50%,53,Black Mass,"$1,642,234 "
23-Sep,Wednesday,266,"$7,215,092 ",-26.40%,46.20%,52,Black Mass,"$1,974,459 "
22-Sep,Tuesday,265,"$9,803,712 ",37.30%,29.60%,53,Black Mass,"$2,712,307 "
21-Sep,Monday,264,"$7,140,065 ",-68.80%,17.50%,52,Black Mass,"$2,134,142 "
20-Sep,Sunday,263,"$22,864,866 ",-43%,15.80%,54,Maze Runner: The Scorch Trials,"$7,065,317 "
19-Sep,Saturday,262,"$40,130,851 ",20.60%,17.30%,53,Maze Runner: The Scorch Trials,"$12,247,195 "
18-Sep,Friday,261,"$33,262,909 ",643.30%,19.10%,53,Maze Runner: The Scorch Trials,"$11,003,998 "
17-Sep,Thursday,260,"$4,474,800 ",-9.30%,11%,51,The Perfect Guy,"$1,054,328 "
16-Sep,Wednesday,259,"$4,934,434 ",-34.80%,12.10%,51,The Perfect Guy,"$1,174,322 "
15-Sep,Tuesday,258,"$7,563,942 ",24.40%,32.80%,51,The Perfect Guy,"$1,902,855 "
14-Sep,Monday,257,"$6,077,905 ",-69.20%,-66.70%,51,The Perfect Guy,"$1,690,813 "
13-Sep,Sunday,256,"$19,743,199 ",-42.30%,-13.40%,53,The Visit,"$5,600,995 "
12-Sep,Saturday,255,"$34,219,623 ",22.60%,57.30%,54,The Visit,"$10,619,455 "
11-Sep,Friday,254,"$27,921,097 ",592.60%,80.50%,54,The Perfect Guy,"$9,911,385 "
10-Sep,Thursday,253,"$4,031,284 ",-8.40%,-29.80%,48,War Room,"$984,777 "
9-Sep,Wednesday,252,"$4,402,289 ",-22.70%,-28.90%,47,War Room,"$957,961 "
8-Sep,Tuesday,251,"$5,696,319 ",-68.80%,-23.70%,46,War Room,"$1,143,573 "
7-Sep,Monday,250,"$18,263,671 ",-25.20%,4.30%,47,War Room,"$3,908,023 "
Labor Day,,,,,,,,
6-Sep,Sunday,249,"$22,809,733 ",4.90%,27.20%,47,War Room,"$3,883,743 "
5-Sep,Saturday,248,"$21,754,335 ",40.60%,-18%,47,War Room,"$3,267,354 "
4-Sep,Friday,247,"$15,469,217 ",169.50%,-17.80%,47,The Transporter Refueled,"$2,438,210 "
3-Sep,Thursday,246,"$5,739,749 ",-7.30%,-21.90%,48,Straight Outta Compton,"$1,005,680 "
2-Sep,Wednesday,245,"$6,190,791 ",-17.10%,-22.40%,47,A Walk in the Woods,"$1,169,000 "
1-Sep,Tuesday,244,"$7,463,632 ",25%,-29.80%,46,Straight Outta Compton,"$1,490,950 "
31-Aug,Monday,243,"$5,971,133 ",-66.70%,-28.80%,46,Straight Outta Compton,"$1,335,350 "
30-Aug,Sunday,242,"$17,934,585 ",-32.40%,-22.40%,46,Straight Outta Compton,"$3,707,560 "
29-Aug,Saturday,241,"$26,534,912 ",41.10%,-21.70%,46,Straight Outta Compton,"$5,561,340 "
28-Aug,Friday,240,"$18,808,621 ",155.90%,-33.70%,46,War Room,"$4,048,820 "
27-Aug,Thursday,239,"$7,350,532 ",-7.80%,-37.10%,45,Straight Outta Compton,"$1,936,220 "
26-Aug,Wednesday,238,"$7,973,946 ",-25%,-38.50%,46,Straight Outta Compton,"$2,100,925 "
25-Aug,Tuesday,237,"$10,631,915 ",26.80%,-41.70%,43,Straight Outta Compton,"$3,040,550 "
24-Aug,Monday,236,"$8,381,960 ",-63.80%,-46%,43,Straight Outta Compton,"$2,720,990 "
23-Aug,Sunday,235,"$23,126,395 ",-31.70%,-36.70%,44,Straight Outta Compton,"$7,547,350 "
22-Aug,Saturday,234,"$33,873,694 ",19.50%,-29.30%,44,Straight Outta Compton,"$10,542,550 "
21-Aug,Friday,233,"$28,356,158 ",142.50%,-37.30%,44,Straight Outta Compton,"$8,274,120 "
20-Aug,Thursday,232,"$11,694,140 ",-9.90%,15.20%,41,Straight Outta Compton,"$4,550,020 "
19-Aug,Wednesday,231,"$12,974,911 ",-28.80%,11.70%,41,Straight Outta Compton,"$5,237,120 "
18-Aug,Tuesday,230,"$18,224,638 ",17.50%,-3%,41,Straight Outta Compton,"$7,277,190 "
17-Aug,Monday,229,"$15,509,725 ",-57.60%,17%,43,Straight Outta Compton,"$7,458,960 "
16-Aug,Sunday,228,"$36,551,284 ",-23.70%,17.10%,43,Straight Outta Compton,"$16,776,345 "
15-Aug,Saturday,227,"$47,913,088 ",5.90%,8.50%,43,Straight Outta Compton,"$19,299,170 "
14-Aug,Friday,226,"$45,239,837 ",345.70%,19.40%,43,Straight Outta Compton,"$24,124,665 "
13-Aug,Thursday,225,"$10,150,484 ",-12.60%,-29.60%,43,Mission: Impossible - Rogue Nation,"$2,570,138 "
12-Aug,Wednesday,224,"$11,612,054 ",-38.20%,-32.40%,43,Mission: Impossible - Rogue Nation,"$2,930,485 "
11-Aug,Tuesday,223,"$18,785,466 ",41.70%,-18.20%,43,Mission: Impossible - Rogue Nation,"$4,563,528 "
10-Aug,Monday,222,"$13,261,263 ",-57.50%,-30.10%,43,Mission: Impossible - Rogue Nation,"$3,315,825 "
9-Aug,Sunday,221,"$31,222,435 ",-29.30%,-22.10%,44,Mission: Impossible - Rogue Nation,"$8,453,810 "
8-Aug,Saturday,220,"$44,160,194 ",16.60%,-14.30%,44,Mission: Impossible - Rogue Nation,"$11,878,136 "
7-Aug,Friday,219,"$37,877,853 ",162.70%,-15%,43,Fantastic Four,"$11,282,868 "
6-Aug,Thursday,218,"$14,420,908 ",-16%,-16%,41,Mission: Impossible - Rogue Nation,"$4,510,482 "
5-Aug,Wednesday,217,"$17,174,321 ",-25.20%,-11.20%,41,Mission: Impossible - Rogue Nation,"$5,201,265 "
4-Aug,Tuesday,216,"$22,973,317 ",21.10%,4.50%,41,Mission: Impossible - Rogue Nation,"$7,232,284 "
3-Aug,Monday,215,"$18,968,549 ",-52.70%,5.60%,40,Mission: Impossible - Rogue Nation,"$6,790,087 "
2-Aug,Sunday,214,"$40,092,471 ",-22.20%,-0.20%,41,Mission: Impossible - Rogue Nation,"$15,566,537 "
1-Aug,Saturday,213,"$51,523,988 ",15.70%,0.20%,43,Mission: Impossible - Rogue Nation,"$19,652,426 "
31-Jul,Friday,212,"$44,551,346 ",159.50%,-4.70%,42,Mission: Impossible - Rogue Nation,"$20,301,126 "
30-Jul,Thursday,211,"$17,165,612 ",-11.20%,-1.30%,42,Minions,"$2,820,510 "
29-Jul,Wednesday,210,"$19,329,783 ",-12.10%,2.30%,42,Vacation,"$3,821,231 "
28-Jul,Tuesday,209,"$21,990,989 ",22.40%,-18.90%,40,Ant-Man,"$4,265,463 "
27-Jul,Monday,208,"$17,964,565 ",-55.30%,-15.30%,40,Ant-Man,"$3,322,992 "
26-Jul,Sunday,207,"$40,186,135 ",-21.90%,-19.40%,40,Ant-Man,"$7,803,583 "
25-Jul,Saturday,206,"$51,426,531 ",10%,-24.50%,40,Ant-Man,"$9,853,066 "
24-Jul,Friday,205,"$46,763,122 ",169%,-22.80%,39,Pixels,"$9,110,510 "
23-Jul,Thursday,204,"$17,382,909 ",-8%,-6.90%,39,Minions,"$4,785,210 "
22-Jul,Wednesday,203,"$18,887,807 ",-30.30%,-16.50%,40,Minions,"$5,173,200 "
21-Jul,Tuesday,202,"$27,117,488 ",27.80%,-12.90%,39,Minions,"$8,018,460 "
20-Jul,Monday,201,"$21,216,316 ",-57.50%,-10.90%,40,Ant-Man,"$6,403,901 "
19-Jul,Sunday,200,"$49,882,590 ",-26.80%,-9.90%,36,Ant-Man,"$15,111,351 "
18-Jul,Saturday,199,"$68,123,858 ",12.40%,-5.80%,36,Minions,"$20,218,590 "
17-Jul,Friday,198,"$60,582,577 ",224.60%,-19.50%,36,Ant-Man,"$22,649,199 "
16-Jul,Thursday,197,"$18,663,121 ",-17.50%,17.20%,38,Minions,"$9,483,705 "
15-Jul,Wednesday,196,"$22,615,374 ",-27.40%,20%,39,Minions,"$11,505,175 "
14-Jul,Tuesday,195,"$31,149,541 ",30.80%,28.30%,40,Minions,"$16,838,415 "
13-Jul,Monday,194,"$23,813,639 ",-57%,21.50%,39,Minions,"$12,946,010 "
12-Jul,Sunday,193,"$55,380,843 ",-23.40%,40.70%,40,Minions,"$30,816,665 "
11-Jul,Saturday,192,"$72,301,086 ",-3.90%,105.40%,41,Minions,"$38,859,535 "
10-Jul,Friday,191,"$75,261,905 ",372.60%,43.40%,41,Minions,"$46,042,205 "
9-Jul,Thursday,190,"$15,923,598 ",-15.50%,-53.30%,39,Inside Out,"$4,221,904 "
8-Jul,Wednesday,189,"$18,840,553 ",-22.40%,-50.50%,39,Inside Out,"$5,022,626 "
7-Jul,Tuesday,188,"$24,269,618 ",23.80%,-2.40%,38,Inside Out,"$6,440,373 "
6-Jul,Monday,187,"$19,604,645 ",-50.20%,-8.60%,39,Inside Out,"$4,954,006 "
5-Jul,Sunday,186,"$39,370,047 ",11.90%,-24.80%,39,Inside Out,"$9,002,366 "
4-Jul,Saturday,185,"$35,192,188 ",-32.90%,-48.60%,39,Jurassic World,"$8,539,045 "
Independence Day,,,,,,,,
3-Jul,Friday,184,"$52,470,660 ",53.70%,-1.60%,39,Inside Out,"$12,559,310 "
2-Jul,Thursday,183,"$34,131,821 ",-10.40%,49.90%,41,Inside Out,"$7,784,239 "
1-Jul,Wednesday,182,"$38,080,373 ",53.10%,60.90%,42,Magic Mike XXL,"$9,306,397 "
30-Jun,Tuesday,181,"$24,867,157 ",15.90%,-23.40%,39,Inside Out,"$8,783,438 "
29-Jun,Monday,180,"$21,456,779 ",-59%,-20.90%,39,Inside Out,"$6,920,675 "
28-Jun,Sunday,179,"$52,325,438 ",-23.50%,-32.10%,41,Jurassic World,"$17,359,440 "
27-Jun,Saturday,178,"$68,403,710 ",28.20%,-20.20%,41,Jurassic World,"$22,480,290 "
26-Jun,Friday,177,"$53,344,583 ",134.30%,-29.80%,41,Inside Out,"$14,986,853 "
25-Jun,Thursday,176,"$22,764,853 ",-3.80%,-6.10%,38,Inside Out,"$9,477,440 "
24-Jun,Wednesday,175,"$23,674,042 ",-27.10%,-11.60%,39,Jurassic World,"$9,440,200 "
23-Jun,Tuesday,174,"$32,456,474 ",19.60%,0.80%,39,Jurassic World,"$13,130,460 "
22-Jun,Monday,173,"$27,136,568 ",-64.80%,-15.50%,39,Jurassic World,"$11,566,225 "
21-Jun,Sunday,172,"$77,025,235 ",-10.10%,5.60%,40,Jurassic World,"$38,361,540 "
20-Jun,Saturday,171,"$85,693,514 ",12.70%,-8%,40,Jurassic World,"$39,112,435 "
19-Jun,Friday,170,"$76,021,617 ",213.50%,-23.90%,39,Inside Out,"$34,266,177 "
18-Jun,Thursday,169,"$24,247,523 ",-9.50%,150.70%,44,Jurassic World,"$17,822,580 "
17-Jun,Wednesday,168,"$26,779,056 ",-16.90%,123.90%,44,Jurassic World,"$19,895,470 "
16-Jun,Tuesday,167,"$32,210,230 ",0.20%,110.90%,44,Jurassic World,"$24,342,515 "
15-Jun,Monday,166,"$32,130,929 ",-56%,141.90%,44,Jurassic World,"$25,344,820 "
14-Jun,Sunday,165,"$72,966,633 ",-21.70%,127.90%,44,Jurassic World,"$57,207,490 "
13-Jun,Saturday,164,"$93,131,964 ",-6.80%,95.40%,45,Jurassic World,"$69,644,830 "
12-Jun,Friday,163,"$99,936,547 ",933.40%,131.90%,45,Jurassic World,"$81,953,950 "
11-Jun,Thursday,162,"$9,670,439 ",-19.20%,-17.90%,44,Spy,"$2,341,741 "
10-Jun,Wednesday,161,"$11,961,113 ",-21.70%,-25.90%,43,Spy,"$2,763,133 "
9-Jun,Tuesday,160,"$15,269,242 ",15%,1%,43,Spy,"$3,741,587 "
8-Jun,Monday,159,"$13,282,613 ",-58.50%,6.70%,43,Spy,"$3,005,064 "
7-Jun,Sunday,158,"$32,022,947 ",-32.80%,-16.80%,41,Spy,"$7,600,989 "
6-Jun,Saturday,157,"$47,673,133 ",10.60%,-8.70%,42,Spy,"$11,183,770 "
5-Jun,Friday,156,"$43,094,745 ",265.70%,6.50%,42,Insidious: Chapter 3,"$10,461,496 "
4-Jun,Thursday,155,"$11,784,457 ",-26.90%,24.30%,42,San Andreas,"$3,525,162 "
3-Jun,Wednesday,154,"$16,131,089 ",6.70%,59.90%,42,Entourage,"$5,372,395 "
2-Jun,Tuesday,153,"$15,111,431 ",21.40%,9.10%,41,San Andreas,"$5,757,391 "
1-Jun,Monday,152,"$12,451,683 ",-67.70%,-66.90%,40,San Andreas,"$4,817,189 "
31-May,Sunday,151,"$38,508,809 ",-26.20%,-21.10%,39,San Andreas,"$15,932,001 "
30-May,Saturday,150,"$52,202,780 ",29%,0.30%,40,San Andreas,"$20,508,124 "
29-May,Friday,149,"$40,461,137 ",326.80%,-7.60%,40,San Andreas,"$18,148,048 "
28-May,Thursday,148,"$9,480,492 ",-6%,-19.70%,42,Mad Max: Fury Road,"$2,208,143 "
27-May,Wednesday,147,"$10,085,811 ",-27.20%,-15.40%,44,Mad Max: Fury Road,"$2,318,209 "
26-May,Tuesday,146,"$13,850,382 ",-63.20%,-10.70%,44,Mad Max: Fury Road,"$3,045,462 "
25-May,Monday,145,"$37,668,060 ",-9%,-17.60%,72,Tomorrowland,"$9,651,035 "
Memorial Day,,,,,,,,
24-May,Sunday,144,"$48,826,431 ",-6.20%,4.20%,43,Tomorrowland,"$11,456,887 "
23-May,Saturday,143,"$52,050,420 ",18.90%,-23.30%,43,Tomorrowland,"$11,849,203 "
22-May,Friday,142,"$43,786,054 ",270.70%,-27.90%,43,Tomorrowland,"$9,722,075 "
21-May,Thursday,141,"$11,811,111 ",-0.90%,78.70%,46,Pitch Perfect 2,"$3,908,850 "
20-May,Wednesday,140,"$11,923,834 ",-23.10%,61.60%,44,Mad Max: Fury Road,"$3,933,036 "
19-May,Tuesday,139,"$15,514,328 ",-3.20%,54.70%,44,Pitch Perfect 2,"$5,278,960 "
18-May,Monday,138,"$16,031,226 ",-65.80%,86.90%,45,Mad Max: Fury Road,"$5,329,473 "
17-May,Sunday,137,"$46,878,575 ",-30.90%,26.90%,47,Pitch Perfect 2,"$16,462,020 "
16-May,Saturday,136,"$67,827,845 ",11.70%,34.50%,46,Pitch Perfect 2,"$24,745,125 "
15-May,Friday,135,"$60,745,153 ",818.90%,87%,46,Pitch Perfect 2,"$28,009,745 "
14-May,Thursday,134,"$6,610,566 ",-10.40%,-41.40%,45,Avengers: Age of Ultron,"$4,037,065 "
13-May,Wednesday,133,"$7,379,345 ",-26.40%,-38.80%,44,Avengers: Age of Ultron,"$4,342,154 "
12-May,Tuesday,132,"$10,027,152 ",16.90%,-38.90%,45,Avengers: Age of Ultron,"$5,990,413 "
11-May,Monday,131,"$8,575,977 ",-76.80%,-45.20%,45,Avengers: Age of Ultron,"$5,398,779 "
10-May,Sunday,130,"$36,949,748 ",-26.70%,-37.30%,47,Avengers: Age of Ultron,"$22,678,911 "
9-May,Saturday,129,"$50,420,085 ",55.20%,-27.90%,48,Avengers: Age of Ultron,"$33,835,656 "
8-May,Friday,128,"$32,482,351 ",187.90%,-65.80%,46,Avengers: Age of Ultron,"$21,232,362 "
7-May,Thursday,127,"$11,280,737 ",-6.40%,181.10%,48,Avengers: Age of Ultron,"$8,613,154 "
6-May,Wednesday,126,"$12,051,985 ",-26.50%,160.60%,47,Avengers: Age of Ultron,"$9,409,838 "
5-May,Tuesday,125,"$16,407,085 ",4.80%,150.50%,47,Avengers: Age of Ultron,"$13,132,812 "
